"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","logCPM","PValue","FDR"
"4201","GB54805",195,113,358,244,374,355,361,332,800,696,707,1016,-0.359024203196948,5.71693712503412,0.185050856433983,0.374198292170123
"4202","GB44384",29,52,29,95,53,38,73,80,42,65,121,24,0.522489907037727,2.96302074048234,0.185238724279982,0.374364925976124
"4203","GB48629",186,245,131,108,282,193,383,360,258,242,191,259,0.505937095827867,5.05367964870977,0.185265467781475,0.374364925976124
"4204","GB49553",156,88,249,344,183,297,360,443,498,457,643,460,-0.276855545378108,5.32327423013835,0.185263031519431,0.374364925976124
"4205","GB42452",42,27,86,106,56,95,79,106,118,88,93,96,0.32567443270413,3.35846482011228,0.185409099788705,0.374566064852568
"4206","GB45648",197,56,275,346,361,222,388,262,322,337,282,351,0.36031470122833,5.13907397382102,0.185492616777506,0.374645691755804
"4207","GB40562",62,37,101,97,77,99,90,102,147,112,125,133,0.297820541258684,3.61815614377463,0.185623702660791,0.374793668285196
"4208","GB44353",54,95,87,114,109,189,200,201,318,279,425,211,-0.366725112761379,4.46583512407109,0.185654120793891,0.374793668285196
"4209","GB53650",338,317,391,725,452,551,446,719,885,583,882,740,0.326235801227609,6.18298987234666,0.185838417919395,0.374987496490561
"4210","GB55213",408,89,317,1225,463,5144,412,849,639,1299,827,2520,0.77219855757235,7.09942441961296,0.185810190841701,0.374987496490561
"4211","GB53609",36,46,62,111,77,81,63,89,149,84,101,126,0.337138101057734,3.41551549031339,0.185965803709355,0.375155426860834
"4212","GB44083",145,78,228,325,229,278,265,333,353,298,350,273,0.272415410160258,5.00034789192105,0.186069101844202,0.375274696145891
"4213","GB47605",40,35,70,80,76,58,85,102,108,77,79,70,0.339661293970354,3.23086992179667,0.186135747879939,0.375320004329475
"4214","GB43210",13,7,28,55,25,35,30,42,89,59,97,62,-0.380985495614965,2.37683488719336,0.186364639855555,0.375445860043169
"4215","GB50619",5,34,12,22,20,40,27,63,111,64,71,90,-0.59537744676132,2.47050082248075,0.186374949005538,0.375445860043169
"4216","GB54603",19,10,44,48,53,66,38,62,108,98,141,110,-0.378837947650418,2.91664361663606,0.18630797417665,0.375445860043169
"4217","GB55852",163,105,371,461,332,438,530,531,776,774,915,512,-0.301914772547182,5.80026934438853,0.186355279599378,0.375445860043169
"4218","GB49573",675,396,964,1222,852,926,1353,1394,952,1000,1115,1026,0.382221406132241,6.97333224748431,0.186576285747206,0.375762339360482
"4219","GB50344",121,63,274,251,244,380,330,571,481,462,639,377,-0.311462657179939,5.3096547628111,0.18662334082132,0.375768020923706
"4220","GB45211",7677,3805,7170,9105,8510,6864,10311,10003,15040,5822,12605,8227,0.419813304482449,10.1139803622165,0.186689767169301,0.375812694811188
"4221","GB45479",9,6,26,23,26,42,16,44,66,56,66,68,-0.423391814248187,2.12567632647793,0.187080354156513,0.376423175181383
"4222","GB47725",17,19,29,19,30,24,39,35,32,18,27,40,0.445630687674728,1.91007441853654,0.187081653397975,0.376423175181383
"4223","GB53151",30,17,43,52,27,34,52,64,40,35,42,43,0.399599473244845,2.39749947822608,0.187183747816267,0.376539412194929
"4224","GB53721",32,31,63,125,95,111,24,221,430,155,98,268,-0.530196062585657,3.92039078287659,0.187264750417281,0.376613175851043
"4225","GB41634",184,148,305,335,384,458,459,573,820,729,719,749,-0.290035255842758,5.81461624290645,0.187490499299117,0.376801508812763
"4226","GB47829",196,101,259,294,211,337,286,432,680,520,714,553,-0.285264080404424,5.44504542505588,0.18747027627197,0.376801508812763
"4227","GB55975",351,241,502,800,468,520,581,630,960,670,767,669,0.30833304426064,6.19447978154089,0.187491462948976,0.376801508812763
"4228","GB53703",693,322,1290,1062,1570,1940,1944,1368,1193,1618,1473,857,0.434501022014297,7.3138022966841,0.187708093760839,0.377147648178413
"4229","GB52346",665,914,576,594,790,764,1111,1049,1032,1131,1126,1231,0.471609336051006,6.96483938136691,0.187775055749033,0.377192976729258
"4230","GB42721",275,234,469,604,417,496,443,601,783,689,721,546,0.296159931620822,6.00682213740305,0.188083520741139,0.377687147596797
"4231","GB49459",46,13,59,74,64,91,88,85,157,138,149,155,-0.327403240261258,3.42538865655699,0.188109984871342,0.377687147596797
"4232","GB41808",125,58,366,489,323,481,471,418,818,854,887,535,-0.366236232740788,5.74107511556655,0.188156582386594,0.377691438415435
"4233","GB46290",16,39,61,150,47,82,29,86,145,65,97,100,0.460916111710295,3.22401888427264,0.188818950595192,0.378931487197296
"4234","GB48344",22,40,72,72,119,65,204,60,214,181,161,147,-0.445256237637152,3.73416523892802,0.188915765136868,0.379036236381127
"4235","GB41232",25,28,37,91,54,47,48,50,101,65,83,62,0.351307021252752,2.84771366263155,0.189168172054438,0.379453039339421
"4236","GB45375",304,209,440,652,415,455,598,620,690,529,622,567,0.30466083296729,5.98203281195739,0.189353953766826,0.379556828043696
"4237","GB46652",292,178,555,662,542,847,882,1024,1042,1398,1219,1139,-0.338240473653892,6.53930545742103,0.1892707919443,0.379556828043696
"4238","GB55704",86,53,81,116,97,135,188,219,221,227,244,192,-0.295121986112364,4.20245471091793,0.189328739861377,0.379556828043696
"4239","GB40648",728,706,1151,1514,1698,1685,2166,2136,4882,2227,3217,3679,-0.380193414485448,7.92663422795846,0.189550002677501,0.379860172858073
"4240","GB49785",36,196,141,467,287,104,15,342,490,122,251,320,0.693446388307286,4.87639008528202,0.189680268734616,0.380031576155793
"4241","GB55521",20,22,47,55,53,68,71,57,142,106,134,104,-0.339379660883596,3.08703584388225,0.189897048681384,0.380376191593575
"4242","GB51617",255,115,421,537,379,363,469,441,574,455,519,504,0.300343092543189,5.68057598574892,0.190395783874665,0.381285286189363
"4243","GB40800",220,118,335,419,273,398,514,458,328,360,373,383,0.326696410170798,5.45163332353496,0.190834609107816,0.38189399396252
"4244","GB54786",8,9,37,23,32,39,47,40,46,42,95,80,-0.413156159648654,2.30030547638203,0.190770376992425,0.38189399396252
"4245","GB55279",38,37,47,56,59,64,51,79,96,93,66,70,0.334311037569317,3.01902128320786,0.190805511935015,0.38189399396252
"4246","GB54511",2204,3071,2159,2378,3656,2834,5020,3688,3840,3501,4089,4031,0.474672256580729,8.83686543965133,0.190880331811004,0.381895529612453
"4247","GB46486",10,15,34,45,26,24,22,36,55,32,37,33,0.395002902924764,1.98511427109841,0.190950512975186,0.381945987220204
"4248","GB55465",105,86,133,149,184,195,209,245,468,314,364,407,-0.301315648358699,4.78983909756626,0.191061444892305,0.382077912984965
"4249","GB44901",151,99,230,296,244,262,241,323,428,308,339,319,0.258145487679331,5.04477828077778,0.19127040466357,0.382315785321653
"4250","GB49487",66,58,98,113,145,85,141,162,166,106,138,122,0.333280436434031,3.8975869813359,0.191239597481257,0.382315785321653
"4251","GB41039",5294,2264,6143,11537,6332,7369,9009,10055,6993,6780,9677,8296,0.403860095145485,9.86046130072782,0.191367247104641,0.382419375242044
"4252","GB52766",851,551,912,1020,1129,1077,1545,1405,2005,893,695,1163,0.423889299447584,7.1535000089464,0.191457831674481,0.382510413940433
"4253","GB41725",477,237,563,731,613,471,741,770,784,613,764,813,0.336634733784566,6.31031982305594,0.191651254688221,0.382806820732761
"4254","GB43563",21,25,32,34,43,29,19,42,84,23,37,66,0.436420417970294,2.30332982738707,0.191849404390252,0.383112527102772
"4255","GB41631",3870,2049,4424,7116,4087,4596,6765,7733,4557,4201,5619,5748,0.418480928916464,9.33557892895603,0.191945220723511,0.383123742961989
"4256","GB45357",232,132,290,301,359,338,559,502,705,599,641,734,-0.294972821957513,5.71897071120634,0.191922235460579,0.383123742961989
"4257","GB54199",58,31,52,63,53,51,80,91,46,65,71,84,0.391165396803857,3.04138593939628,0.192196269238568,0.3835347209729
"4258","GB52805",35,28,87,83,88,108,76,93,106,133,112,83,0.329930689068171,3.41000090017448,0.192334510370906,0.383720447534253
"4259","GB49321",10776,2021,7229,8317,3857,11396,6899,7274,4085,9062,17401,12089,0.516944812649115,10.040191262661,0.192712688557538,0.384384665249187
"4260","GB55752",40,43,54,71,33,62,57,76,76,76,89,84,0.35395847488731,3.04067901429125,0.193052060392071,0.384971186157429
"4261","GB55835",142,59,236,359,186,308,184,284,375,293,423,288,0.295566741919386,4.95678777940863,0.19317624356291,0.385128417992705
"4262","GB47658",63,32,102,163,78,159,119,166,256,223,352,204,-0.30667123965894,4.16830292269546,0.193417256245875,0.385518440124051
"4263","GB48472",124,175,380,472,455,210,155,416,900,93,325,573,0.505634625721871,5.45335325354896,0.193907825049623,0.386405576776107
"4264","GB45425",19,11,30,35,36,54,43,64,91,57,81,84,-0.335295317857334,2.5703387861357,0.193963654077577,0.386426182314498
"4265","GB55971",72,38,133,199,120,155,101,178,395,303,382,278,-0.329024606386104,4.44711131962236,0.19410471031448,0.386616533205513
"4266","GB45139",8,32,32,61,38,23,25,107,154,35,104,152,-0.571789763044209,2.88884519699754,0.194313712530491,0.386942097502701
"4267","GB53114",71648,15371,58534,73359,57661,56796,65304,75041,104763,51339,84796,78119,0.426968960488363,13.0061043126972,0.194577404144719,0.387285625166211
"4268","GB54659",193,120,312,411,278,317,356,444,408,356,442,404,0.274767469986417,5.37494714432695,0.194560276422706,0.387285625166211
"4269","GB51167",38,17,32,81,27,45,33,65,52,41,57,81,0.395570628542866,2.59709340450496,0.194934909136233,0.387906313682899
"4270","GB42544",83,40,164,180,110,140,129,133,226,201,229,132,0.299497897597312,4.15842465778952,0.195085627310774,0.388024444861865
"4271","GB47520",2015,1056,5530,4628,2341,4696,6329,6732,5069,8585,8577,11437,-0.430501390559058,9.31044090924375,0.19506606438655,0.388024444861865
"4272","GB52648",107,50,169,188,153,141,186,191,210,234,198,154,0.298596650890244,4.35893541493778,0.195293581441897,0.388347138190288
"4273","GB54646",28,7,50,96,17,49,31,45,81,49,58,46,0.45850021126263,2.51501548634615,0.19555713689156,0.38878021949305
"4274","GB40637",8,12,50,56,37,55,39,48,117,90,132,89,-0.409725542638634,2.78808116355873,0.195728541950547,0.388971314019101
"4275","GB42207",135,82,211,272,229,241,208,309,340,253,362,296,0.262582300912857,4.89760604731468,0.195744834306257,0.388971314019101
"4276","GB46041",46,31,104,111,63,102,109,103,124,98,106,105,0.317356512448763,3.51698246624702,0.19584438859454,0.388972182624257
"4277","GB47961",60,22,39,69,53,84,99,107,153,124,141,131,-0.325621087091563,3.41131548998264,0.195882636523434,0.388972182624257
"4278","GB51543",5737,3022,7430,12907,6884,7371,10178,11064,9102,7381,10229,10068,0.394811639132168,10.0435482602495,0.195831143716394,0.388972182624257
"4279","GB45955",1118,280,1665,1374,1240,1245,1722,1940,2832,2811,3458,3842,-0.402211576670107,7.7888699916392,0.19596616079985,0.389047098853639
"4280","GB52845",96,218,111,198,234,165,134,266,543,239,288,185,0.446450516456687,4.85447763469654,0.19607917658682,0.389180515211456
"4281","GB49633",94,84,148,201,154,182,208,221,231,215,213,204,0.280560148805959,4.49221819025695,0.196509432513049,0.389943384535938
"4282","GB42431",679,275,736,632,437,530,553,946,1574,640,627,556,0.405772081588739,6.42529572642697,0.196574319078299,0.389981046373225
"4283","GB45627",36,46,121,101,61,56,89,84,156,98,87,98,0.370449972390734,3.4511775252566,0.196831226051075,0.39039954828482
"4284","GB40056",153,76,227,341,191,251,308,290,286,224,343,317,0.293022278319224,4.94721194962735,0.196894641546236,0.390434168985826
"4285","GB54813",18,13,34,39,18,22,52,55,68,64,67,39,-0.381213296600573,2.31037510883343,0.197203357573999,0.390955081118114
"4286","GB43558",395,125,726,1047,474,1195,726,1252,1439,1411,2414,1725,-0.410570892366137,6.87601884735203,0.197558848229689,0.391477120529789
"4287","GB44358",54,49,50,80,44,51,82,89,97,68,83,81,0.366831841979678,3.18584425955468,0.197548260138844,0.391477120529789
"4288","GB41260",16,14,31,29,14,39,25,40,83,59,69,82,-0.40980798569569,2.30727613173509,0.197632755469493,0.391532242936881
"4289","GB41142",91,66,191,203,163,211,159,232,257,271,268,185,0.276443924960423,4.5447795556579,0.1978371918858,0.391845872014426
"4290","GB47477",254,163,389,431,368,355,464,478,563,494,491,460,0.282679458994337,5.67058110450665,0.197915687124872,0.39190996786149
"4291","GB41296",53,9,37,64,24,42,11,75,120,17,16,43,0.62125897362912,2.45034215516715,0.198056194185655,0.3920968001881
"4292","GB41365",8,17,17,30,28,31,34,29,26,26,29,32,0.420009611196646,1.78032778741572,0.198254782793626,0.392398504154672
"4293","GB54752",12,12,62,45,91,42,100,57,166,160,126,41,-0.484848730163628,3.12477181455317,0.198304046786951,0.392404583614058
"4294","GB54848",376,219,671,828,605,831,812,874,767,812,867,735,0.32566760270702,6.42621680555653,0.198494286928843,0.392689559259554
"4295","GB40874",77,59,191,184,139,212,177,227,419,355,415,319,-0.285725976393248,4.71340332953198,0.198814651303278,0.393048746293076
"4296","GB53315",25,24,33,32,35,221,67,63,204,162,219,223,-0.544644581477274,3.57872111682334,0.198745262596168,0.393048746293076
"4297","GB53316",34,56,91,82,75,72,52,110,180,71,62,132,0.401230489139307,3.43520837165021,0.198775573081927,0.393048746293076
"4298","GB41070",18,7,13,21,18,24,28,27,46,34,55,60,-0.412289052222441,1.84067693874903,0.199030838547408,0.393384591312292
"4299","GB41284",132,95,159,239,3327,233,1488,426,705,293,261,290,0.901931106921821,6.40134493044369,0.199151380254014,0.393531280590334
"4300","GB42634",114,70,257,253,398,214,404,364,604,691,556,322,-0.343793723224988,5.33645174432883,0.19922889083023,0.393589933589208
"4301","GB53950",33,11,59,68,64,72,53,58,92,71,101,50,0.353796592568793,2.90149920414577,0.199273726235101,0.393589933589208
"4302","GB45474",239,419,254,331,279,351,407,523,610,472,536,521,0.407110364193112,5.78110730813941,0.19939467990877,0.39373728633775
"4303","GB46274",416,350,440,520,577,637,1025,1115,1573,1046,1162,1338,-0.347988214807667,6.64275847010564,0.199543681126315,0.39377820486166
"4304","GB47108",53,46,93,79,124,147,95,174,220,277,296,210,-0.332067339749377,4.11798624220914,0.199554464029364,0.39377820486166
"4305","GB50144",12,6,13,22,16,27,17,34,57,40,40,42,-0.389921571873645,1.72177411135734,0.199482428763998,0.39377820486166
"4306","GB50123",2655,900,2906,2648,3511,3738,3795,3128,5074,3122,5413,2295,0.393745154841056,8.65140466973592,0.199786897433281,0.394145307407275
"4307","GB49172",161,207,246,242,302,401,375,472,860,650,854,676,-0.330063375311601,5.71218385064159,0.200366403651721,0.395196795686411
"4308","GB40774",28,22,55,54,43,70,55,87,116,93,161,120,-0.326034693439014,3.13050769335401,0.200441488307914,0.39525312051433
"4309","GB52917",121,64,181,216,218,202,226,280,266,206,252,235,0.280545016501976,4.66658935749592,0.200587799300465,0.395449838723009
"4310","GB47230",69,45,115,110,84,120,95,123,177,125,166,149,0.274678396903342,3.82662041009797,0.200766300206398,0.395709911891729
"4311","GB50628",133,96,365,404,239,408,460,412,770,651,683,560,-0.297596992507755,5.61127195268246,0.201024528951431,0.396126971338995
"4312","GB40473",116,63,209,258,183,207,201,247,350,246,288,207,0.269933377518514,4.70102023219792,0.201077648315139,0.396139754739588
"4313","GB51702",109,39,129,172,154,218,192,315,325,297,368,271,-0.280122519677986,4.62932801772826,0.20146309127583,0.396807085645299
"4314","GB44597",43,17,67,114,64,118,90,150,173,157,203,137,-0.309527232998213,3.6596989095471,0.201920160909983,0.397615152278698
"4315","GB46736",1227,1934,965,1160,1529,1620,2283,2128,2166,2242,2250,2094,0.482096877479988,7.94909733041269,0.202024537538612,0.397728492790384
"4316","GB46899",374,250,688,826,791,799,827,742,1201,1046,791,617,0.336328840039286,6.5134085188822,0.202210882298074,0.398003115181219
"4317","GB47633",13,4,21,32,26,57,24,25,93,71,81,68,-0.432486548836585,2.29039746532239,0.202555601964531,0.398589260757166
"4318","GB44843",99,53,49,103,94,76,116,131,154,76,132,110,0.368929724751362,3.69011528519996,0.202640134363889,0.398663256466243
"4319","GB45149",368,88,458,368,291,301,425,831,694,941,523,1062,-0.388831477849484,5.94321938943292,0.202830972079122,0.398946308824298
"4320","GB44262",580,277,1128,915,1075,2371,1494,1808,2051,2289,3948,2954,-0.412498816244667,7.58444204470565,0.20296107293044,0.399109795033354
"4321","GB51854",24,115,43,72,63,66,77,106,106,99,80,131,0.513235149909153,3.50627331969349,0.203152416568506,0.399393607671709
"4322","GB49117",1044,919,2833,2316,3731,3458,10194,3671,6089,4903,4870,3279,-0.474752906760717,8.84910740123482,0.203244868998373,0.399482915812398
"4323","GB42823",70,10,39,53,41,57,66,60,42,47,46,90,0.459475514012318,2.77155275955619,0.203373873225519,0.399644009495902
"4324","GB52254",145,124,273,255,204,255,225,248,438,383,366,316,0.268869796188855,5.05243821030569,0.203555917668528,0.399909232329821
"4325","GB42418",86,70,115,187,123,141,180,175,204,165,210,159,0.275804369905329,4.24170093293069,0.203656005807583,0.399920845839099
"4326","GB43685",50,24,39,70,62,117,98,125,142,138,179,131,-0.319654926394709,3.51218213225301,0.203703060617514,0.399920845839099
"4327","GB55318",725,413,1289,1725,1338,1484,1659,1714,1748,1263,1635,1392,0.353587333937738,7.38934002136808,0.203695656335129,0.399920845839099
"4328","GB49772",117,90,100,110,86,112,141,197,150,136,122,200,0.370254285269373,4.10897676048137,0.20395187117813,0.400316808146538
"4329","GB41181",225,150,446,506,471,397,562,499,572,503,601,428,0.294251873340801,5.78179589148788,0.204254851501726,0.400364724440503
"4330","GB42973",209,90,253,323,256,289,349,357,388,291,383,333,0.27629107801184,5.18063296444393,0.204154193189531,0.400364724440503
"4331","GB45843",65,42,100,198,110,112,91,151,183,130,206,159,0.295632270476232,3.96545831410064,0.204259060120676,0.400364724440503
"4332","GB49297",17,6,25,45,24,14,36,36,24,18,24,23,0.478031754308536,1.70698532698287,0.204246983080742,0.400364724440503
"4333","GB50808",35,31,68,76,57,73,81,81,91,70,102,75,0.305773794915897,3.14332496360854,0.20408946746747,0.400364724440503
"4334","GB52595",40,159,20,35,104,44,171,65,71,91,73,124,0.70609000791502,3.66840981138745,0.204092884105699,0.400364724440503
"4335","GB49711",10,11,20,28,20,24,17,30,59,65,67,45,-0.413671804668293,1.97917764466374,0.204378718588744,0.400506854535497
"4336","GB43551",231,117,359,335,476,402,519,465,953,942,878,599,-0.309494672373848,5.89774316842109,0.204515229055619,0.40068193515394
"4337","GB44912",68,44,91,118,127,184,152,210,286,221,284,227,-0.273717249850282,4.27170153460949,0.204798896486734,0.40079966091496
"4338","GB46883",22,17,35,58,33,43,45,88,111,68,87,77,-0.322731385459197,2.75083706378713,0.204811221663548,0.40079966091496
"4339","GB49322",52,16,65,71,61,71,46,91,181,121,137,238,-0.39031498420873,3.45459159907128,0.204807579774025,0.40079966091496
"4340","GB49480",135,273,205,247,288,235,258,445,528,300,356,347,0.380578377303374,5.30012787129073,0.204785877550717,0.40079966091496
"4341","GB55572",505,385,883,1543,828,838,898,1023,1520,1139,1426,1121,0.338638951906061,6.93878201015156,0.20478411209508,0.40079966091496
"4342","GB47844",50,34,107,102,138,125,131,138,240,229,271,226,-0.296547005179577,4.09688520251812,0.204867713480804,0.40081787794091
"4343","GB40876",66,40,110,185,109,107,115,123,164,158,187,156,0.286918781362235,3.95171693108184,0.204949494758631,0.400885553298313
"4344","GB55511",77,58,164,172,148,160,256,279,394,227,282,258,-0.275164802937718,4.58767805102407,0.20534228237825,0.4015613924501
"4345","GB40226",109,108,123,199,166,146,200,280,276,150,206,189,0.323105038029282,4.52014186272272,0.205754913046583,0.402275716071513
"4346","GB41786",269,298,195,273,273,371,933,732,663,540,703,957,-0.418546978600833,5.98285267384651,0.205838506462071,0.402346551402507
"4347","GB40157",5231,1794,6344,6751,4671,13765,10876,10985,11258,19170,26724,12265,-0.432136287130804,10.2305222123296,0.205924996363363,0.402400327954861
"4348","GB41183",186,141,331,411,309,365,445,411,409,394,423,464,0.280293622605029,5.4727888325573,0.205960756438815,0.402400327954861
"4349","GB41642",342,173,481,613,445,584,525,796,602,487,510,798,0.317994615853911,6.03731190291328,0.206201309296435,0.402764049001796
"4350","GB45228",123,86,166,222,186,241,176,206,356,295,304,253,0.25649892800433,4.73068875450259,0.206284845441502,0.402764049001796
"4351","GB55789",33,23,96,157,69,98,83,114,247,180,233,204,-0.342237633198404,3.83829067387228,0.206289155645299,0.402764049001796
"4352","GB43904",116,92,108,116,131,194,276,249,314,356,288,330,-0.322539167834679,4.68142843347055,0.206394969735149,0.402878048690277
"4353","GB43124",63,23,101,113,87,122,85,118,141,136,155,95,0.30727519304483,3.65326726518263,0.206454573493707,0.402901815260519
"4354","GB41907",433,322,658,947,548,618,738,867,922,710,1063,913,0.321022416368374,6.49754162681282,0.206564859546811,0.403024456097877
"4355","GB50780",155,173,157,158,388,155,350,269,341,208,277,339,0.399053576385414,5.02915151171156,0.206987644516945,0.403756610831562
"4356","GB54217",153,45,220,248,178,294,274,347,439,440,527,412,-0.283111852995757,5.08428206581205,0.207040777767924,0.403767540665407
"4357","GB52948",124,83,161,226,262,243,388,365,461,402,426,336,-0.270076522909328,5.08476588548309,0.207256152801787,0.404094794136145
"4358","GB50526",585,106,470,387,330,550,323,520,903,1483,2259,1158,-0.47806224558473,6.38148761920496,0.207688692110826,0.404845213281658
"4359","GB41762",168,104,376,365,396,358,511,317,436,458,428,297,0.316947618695432,5.43904155524817,0.207802696714534,0.404974514473496
"4360","GB41393",40,60,67,116,92,144,116,158,292,191,255,212,-0.323681730801414,4.06399143108705,0.208012198818218,0.405023018337889
"4361","GB41469",251,137,517,648,632,569,610,603,716,511,763,622,0.309914858073304,6.05015728399925,0.208038840151869,0.405023018337889
"4362","GB42417",70,74,155,210,166,166,166,138,341,190,244,191,0.289084298674339,4.41925759364523,0.208037238471607,0.405023018337889
"4363","GB44765",29,31,93,156,51,89,89,98,114,119,128,45,0.388329252509886,3.4182376848144,0.208065974340971,0.405023018337889
"4364","GB46309",504,322,569,782,386,659,606,747,1533,575,910,541,0.356383547473713,6.38810435018445,0.207878938679641,0.405023018337889
"4365","GB54959",59,27,94,112,99,134,116,173,232,208,234,171,-0.273927938246012,3.98832453401858,0.208179755937893,0.405151667054387
"4366","GB51551",342,206,802,886,818,1078,1420,1437,1413,1329,2286,1166,-0.357116768935637,6.95452012519721,0.208408414148771,0.405503774208385
"4367","GB55440",249,206,577,801,494,809,566,752,892,719,875,610,0.307907686346673,6.23978855235995,0.208461311193659,0.405513816943013
"4368","GB51249",12,5,142,82,40,123,50,48,245,401,261,67,-0.661468588881755,3.70902683931594,0.208647924323975,0.405783909599856
"4369","GB40077",1281,474,1039,1472,638,3187,1199,2661,2934,3622,6269,3784,-0.464643514161827,8.02486729006196,0.208802060183373,0.405990730432078
"4370","GB54356",30,5,93,61,153,33,132,44,264,308,83,146,-0.599646739248962,3.66806669819594,0.20895936913457,0.406203624896607
"4371","GB41301",628,300,792,1264,776,1086,822,901,1275,1163,1625,1177,0.32715647509042,6.89278672410616,0.209429995966557,0.406839198659022
"4372","GB46364",26,30,32,33,33,31,39,55,56,38,31,58,0.387978901206161,2.37350829139723,0.209420378145081,0.406839198659022
"4373","GB50917",8114,5057,12614,18413,8798,9022,15813,17290,11493,9956,14200,14112,0.410670579852324,10.5817961102133,0.209372234581841,0.406839198659022
"4374","GB40073",523,252,574,1263,586,732,829,1047,1076,655,1047,826,0.340930214133505,6.58554823868775,0.209852028972421,0.40737956721223
"4375","GB42224",67,37,60,191,120,155,147,182,296,186,302,266,-0.30426943085615,4.24677999441399,0.209787536146493,0.40737956721223
"4376","GB55641",225,157,352,384,426,494,543,607,907,703,864,904,-0.281917688341637,5.9773444801762,0.209847612603239,0.40737956721223
"4377","GB44628",21,11,35,22,32,20,36,17,23,31,28,54,0.4479104091509,1.89298265016919,0.210016976418543,0.407430718714331
"4378","GB47146",106,188,72,104,149,138,163,184,230,164,257,256,0.441962746149001,4.50468945293522,0.210022262183644,0.407430718714331
"4379","GB54939",148,97,206,242,255,251,251,331,663,497,477,511,-0.276894767485146,5.23316602809756,0.209998587041848,0.407430718714331
"4380","GB48165",18,24,36,56,31,25,33,56,193,41,72,133,-0.48433840254625,2.78506625839358,0.210490532859887,0.408245907909758
"4381","GB40411",35,34,50,70,46,88,33,57,108,64,128,98,0.342385312454606,3.06190266295493,0.210619263305367,0.40840233777199
"4382","GB48299",112,79,253,320,237,202,226,260,374,312,316,288,0.27358468960152,4.91267892618478,0.211037435188873,0.409119811029091
"4383","GB45825",127,124,205,205,173,187,280,249,275,253,285,240,0.292197997776361,4.79156466040153,0.211095365435205,0.409138747289998
"4384","GB51442",66,50,120,165,108,93,232,193,242,197,208,253,-0.295604064879819,4.25144712254311,0.21124949362057,0.40934408036194
"4385","GB40887",2960,1290,3504,5455,3235,4832,3826,5274,4732,5146,6627,4004,0.357073081055593,9.01654052377901,0.211657423640472,0.40994751797214
"4386","GB53065",7263,3080,9103,16785,8350,9106,11598,13957,10596,8787,13455,12731,0.390741781380165,10.3288826687669,0.211611844771853,0.40994751797214
"4387","GB40683",610,47,333,419,504,495,387,366,256,608,1221,333,0.500900417430407,5.84645059781995,0.211836625686728,0.410107596902632
"4388","GB53389",31,18,82,71,54,137,50,117,186,165,233,151,-0.371092677122065,3.5878547317807,0.211795501693218,0.410107596902632
"4389","GB42140",129,63,250,213,244,313,146,193,402,275,494,287,0.306901918404058,4.89192705742387,0.21188840363166,0.410114374310993
"4390","GB41617",173,78,176,210,121,344,325,328,310,409,497,618,-0.325804057096164,5.12165892799046,0.21200331272098,0.410243312429322
"4391","GB45459",3012,3746,892,1323,1863,2013,3819,3446,2219,2029,3118,5245,0.61835211923357,8.65121864996593,0.212432235885469,0.410979695706459
"4392","GB43094",24,8,18,52,37,34,60,48,121,43,47,87,-0.40094626039934,2.51111708851912,0.212709129598106,0.411286417808436
"4393","GB51941",77,103,165,219,185,171,193,233,264,213,243,254,0.284587689643447,4.5944288168978,0.212736023525635,0.411286417808436
"4394","GB55947",22,18,27,42,39,29,46,33,48,46,52,33,0.342484257910626,2.24186015581135,0.21266566621158,0.411286417808436
"4395","GB44593",14,11,18,15,29,34,30,31,23,32,26,22,0.403514433266117,1.67795873702481,0.212913573675235,0.411536020107195
"4396","GB42932",22,23,61,86,49,84,71,111,123,115,163,132,-0.311653922152346,3.32344084937032,0.213125849031435,0.411852613176078
"4397","GB49884",69,34,174,176,108,156,148,177,370,342,322,224,-0.307414835172122,4.43321275304225,0.21325028140061,0.411999349669815
"4398","GB42987",186,103,248,404,265,313,352,406,408,339,447,286,0.269009299900635,5.26093618391392,0.213357750376475,0.412113253626229
"4399","GB41295",11,10,37,36,25,29,32,45,79,61,80,48,-0.348099320103858,2.27858440280046,0.213440620958178,0.412179603327967
"4400","GB40141",26,11,65,98,436,70,393,104,716,291,203,188,-0.674568594366958,4.57350016257768,0.213566578673415,0.41232911041606
"4401","GB43914",232,120,319,453,322,382,316,413,581,423,649,407,0.260841123347636,5.5333303075947,0.213655617892911,0.412354923832181
"4402","GB44689",265,176,638,603,691,776,1203,828,1357,1307,1301,879,-0.338590938520381,6.57636823395698,0.21370459437538,0.412354923832181
"4403","GB49016",35,3,22,18,35,99,73,29,81,148,189,35,-0.586735921632961,2.84699313343819,0.213725571469464,0.412354923832181
"4404","GB45775",466,168,1202,782,752,705,1085,1063,1827,1805,1551,2083,-0.384398366021186,6.98959976728809,0.214038027205284,0.412770270399294
"4405","GB55959",209,89,307,518,295,347,391,393,519,419,456,339,0.283802118790735,5.43180779129208,0.214030118840942,0.412770270399294
"4406","GB40543",154,76,229,222,242,271,307,312,589,429,472,519,-0.26614323740782,5.1967077115204,0.214132981739301,0.412859664066129
"4407","GB45663",48,57,52,59,80,90,89,67,127,101,117,102,0.335172511404851,3.40957162467375,0.21456048711281,0.413590047202932
