"","ID","NP.1","NP.3","NP.5","NS.1","NS.2","NS.6","NP.2","NP.4","NP.6","NS.3","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"4711","GB47904",245,113,461,479,279,635,390,504,739,736,757,606,-0.155736823878603,5.85306993972657,0.514645186641158,0.931784024063374
"4712","GB47941",78,40,120,86,141,148,250,193,216,237,224,174,0.165790514107086,4.24547094330945,0.516191966547489,0.931784024063374
"4713","GB48110",142,31,54,61,117,55,21,80,32,89,141,27,0.283014247598706,3.32955146852118,0.519440955072448,0.931784024063374
"4714","GB48146",564,172,276,542,198,365,126,214,137,128,893,140,0.277362884919685,5.44295941053023,0.514650363951219,0.931784024063374
"4715","GB48828",171,133,158,245,227,247,338,396,474,394,465,437,0.140730612059201,5.20475544611168,0.519244496700944,0.931784024063374
"4716","GB48981",23,11,27,42,40,48,61,44,59,55,64,74,-0.172449351071285,2.48919788445942,0.515184858412766,0.931784024063374
"4717","GB49066",51,42,58,76,35,134,49,92,245,120,328,153,-0.227287070286342,3.69462996599542,0.516968874819959,0.931784024063374
"4718","GB49289",31,32,37,76,47,42,43,117,268,81,179,117,0.211232110025243,3.31694020198641,0.514955338300067,0.931784024063374
"4719","GB49299",130,59,167,245,142,150,195,178,192,180,185,210,0.148585610039981,4.42815337669594,0.519361032048071,0.931784024063374
"4720","GB49325",31,37,72,107,63,118,124,176,253,204,294,164,-0.149546385089162,3.92715472179171,0.519382999514843,0.931784024063374
"4721","GB49727",17,2,22,21,5,30,19,58,25,58,59,54,-0.249298373931274,1.88168242751061,0.517399788952164,0.931784024063374
"4722","GB50123",2655,900,2906,2648,3511,3738,3795,3128,5074,3122,5413,2295,0.197744170666553,8.65140466973592,0.519317019651737,0.931784024063374
"4723","GB50553",72,89,104,183,128,121,171,159,223,154,188,221,0.151750844286803,4.24936942787035,0.517825560234514,0.931784024063374
"4724","GB50871",579,208,531,626,1158,716,1074,630,1492,1042,1557,1432,-0.199410920200529,6.76002530487091,0.516479727920778,0.931784024063374
"4725","GB50898",62,10,95,72,24,148,46,96,92,121,178,106,-0.240357315049852,3.37674472806642,0.517302864236941,0.931784024063374
"4726","GB51016",101,86,105,108,151,154,151,187,269,200,238,249,0.148930450498568,4.36463452010129,0.520114150250646,0.931784024063374
"4727","GB51395",116,112,155,301,179,177,189,238,266,207,247,202,0.143335247606098,4.66977323074917,0.516487066986885,0.931784024063374
"4728","GB51589",42,16,63,74,82,80,112,122,160,141,197,127,-0.141251287166,3.53768261389437,0.518708175744632,0.931784024063374
"4729","GB51667",20,7,24,22,26,44,51,39,83,65,98,63,-0.16901298117488,2.38943695811435,0.515360539058399,0.931784024063374
"4730","GB51740",25,9,48,62,54,74,77,100,249,137,161,141,-0.154347722991752,3.35924782756624,0.5181028024182,0.931784024063374
"4731","GB51993",174,56,313,341,230,326,346,335,265,250,262,250,0.171320378229547,5.03831787430997,0.519576954530325,0.931784024063374
"4732","GB52102",5108,3067,5382,12100,5558,5871,8042,8675,6861,4847,7465,7559,0.208953930569496,9.75459376501107,0.515173281131153,0.931784024063374
"4733","GB52489",27,15,618,126,40,396,966,565,318,688,808,451,0.370616721367535,5.52479894935901,0.515979146521338,0.931784024063374
"4734","GB52805",35,28,87,83,88,108,76,93,106,133,112,83,-0.159231962441158,3.41000090017448,0.519264506428651,0.931784024063374
"4735","GB53069",79,107,122,318,125,120,102,167,247,146,131,130,0.181314935044782,4.29411713267109,0.517615018126865,0.931784024063374
"4736","GB53070",224,112,181,271,225,352,335,374,642,612,809,498,-0.153145685518875,5.46487155114412,0.516331817050251,0.931784024063374
"4737","GB53440",714,159,384,865,183,1202,451,931,407,683,1722,856,-0.259724282469143,6.42104044627662,0.518815184164066,0.931784024063374
"4738","GB53736",65,35,55,107,64,113,66,188,267,149,225,294,-0.181393823869897,3.93354459736351,0.515924645244106,0.931784024063374
"4739","GB53742",64,49,122,240,105,155,141,165,176,145,203,177,-0.153628449175108,4.14874808093527,0.515948367254285,0.931784024063374
"4740","GB54147",72,42,177,286,129,162,128,223,255,182,283,195,-0.156960068270587,4.39875350499713,0.519801352928348,0.931784024063374
"4741","GB54211",1165,1248,1585,4262,1613,1550,1907,2133,2410,1537,1816,1536,0.211207326184263,7.96978534221935,0.515139161954664,0.931784024063374
"4742","GB55304",15,15,9,12,16,31,31,27,47,44,31,32,0.201640246267018,1.73602719362583,0.518166143215667,0.931784024063374
"4743","GB55682",22,20,24,39,28,27,10,27,37,29,31,17,0.179022930497343,1.85014819111109,0.516775867426507,0.931784024063374
"4744","GB52648",107,50,169,188,153,141,186,191,210,234,198,154,0.149232617913835,4.35893541493778,0.520417842445532,0.93190336668946
"4745","GB40158",11,15,38,30,20,64,106,85,81,67,178,151,-0.205965293761664,2.97777945418055,0.52384894905975,0.932133085980878
"4746","GB40388",116,63,209,215,170,195,224,258,340,252,331,246,0.132988417023425,4.70998217346756,0.523042715906144,0.932133085980878
"4747","GB40436",412,317,557,906,567,810,893,819,773,720,750,715,0.167284630812625,6.44343169161415,0.522111892274311,0.932133085980878
"4748","GB40493",89,19,43,68,26,82,34,56,47,35,120,57,0.224526969026035,2.90346966438602,0.524705361656464,0.932133085980878
"4749","GB40673",4151,1909,5889,5927,5528,8378,14242,9409,5399,9785,8791,7411,0.220637085260952,9.78784628567639,0.522666826107485,0.932133085980878
"4750","GB40845",45,216,72,88,106,181,144,131,243,259,380,228,0.261138629201371,4.51348750432864,0.524580265791432,0.932133085980878
"4751","GB41301",628,300,792,1264,776,1086,822,901,1275,1163,1625,1177,-0.16702378922982,6.89278672410616,0.522994177915643,0.932133085980878
"4752","GB41905",151,51,217,308,164,203,195,278,263,200,246,197,0.155950375339187,4.6782381655591,0.521641834219763,0.932133085980878
"4753","GB43551",231,117,359,335,476,402,519,465,953,942,878,599,-0.155437896691972,5.89774316842109,0.520774400986446,0.932133085980878
"4754","GB43640",43,54,78,94,72,102,103,151,220,138,171,176,0.149510737624351,3.79908334649937,0.524104558343659,0.932133085980878
"4755","GB44030",217,141,304,425,323,306,400,642,975,735,898,1054,-0.150530853661094,5.9030626528745,0.524418515957516,0.932133085980878
"4756","GB44373",57,47,165,201,126,191,147,217,662,340,432,356,-0.16477296295922,4.72291310737622,0.522633910229132,0.932133085980878
"4757","GB45415",1274,472,1636,2565,1440,2169,1678,2213,3061,2625,4284,2147,-0.18274363290575,7.95325214195758,0.522548426797746,0.932133085980878
"4758","GB45855",186,175,753,1087,263,2206,1710,2295,934,922,3155,1369,-0.284370582060984,7.09910186231869,0.52299732987432,0.932133085980878
"4759","GB46177",458,146,639,938,370,943,675,999,627,996,1524,705,-0.195084735242276,6.4665349590417,0.5210677147382,0.932133085980878
"4760","GB46339",235,127,417,599,342,592,353,413,576,560,609,318,-0.149269173939897,5.70789045511832,0.524314830644598,0.932133085980878
"4761","GB46411",41,14,37,50,59,51,80,77,123,123,148,98,-0.158173629982974,3.12297398885431,0.524235593393505,0.932133085980878
"4762","GB46617",77,58,125,194,104,126,131,154,232,154,181,151,0.138905792808982,4.11856099205032,0.524052811085596,0.932133085980878
"4763","GB47285",64,54,133,114,81,150,129,179,213,294,322,217,-0.159236336418283,4.23814125280933,0.524715764233144,0.932133085980878
"4764","GB47656",14,6,30,47,36,54,100,132,41,27,157,156,-0.246145693182311,2.91355945681665,0.523419211762074,0.932133085980878
"4765","GB47933",71,19,783,425,381,1483,2090,2315,1605,2450,3488,1767,-0.329848626457859,7.16277689234708,0.521803057068267,0.932133085980878
"4766","GB47990",12964,3782,12217,15262,12921,16392,15031,16458,28835,12744,25697,15700,0.196225453635485,10.8764552751266,0.524365625270619,0.932133085980878
"4767","GB48453",269,149,356,541,310,371,492,496,590,452,629,508,0.14070990290394,5.71365247824683,0.524546657811791,0.932133085980878
"4768","GB49074",41,24,67,79,74,67,63,114,166,153,162,127,-0.151096992590401,3.46138446552245,0.521079614726197,0.932133085980878
"4769","GB49298",189,121,287,323,303,402,363,421,616,605,719,495,-0.135321986269377,5.55645742582946,0.5231585497148,0.932133085980878
"4770","GB49517",87,63,178,158,193,190,230,270,484,387,473,382,-0.134872531477801,4.85836028333377,0.52380009882506,0.932133085980878
"4771","GB49555",89,49,154,165,166,134,120,160,167,147,126,111,0.149980935522759,4.09391903144897,0.524128530663453,0.932133085980878
"4772","GB50634",84,92,101,260,102,120,96,125,205,92,161,132,0.166731903203634,4.10294625124572,0.521683452360924,0.932133085980878
"4773","GB50903",18,16,27,24,44,37,46,48,51,26,50,48,0.197469905998294,2.22259884085516,0.522597052281138,0.932133085980878
"4774","GB51058",109,18,143,212,153,189,245,335,1385,551,1034,598,-0.204861323728782,5.34696952828355,0.523926255559183,0.932133085980878
"4775","GB51087",576,249,820,871,671,871,998,1195,872,1185,1187,736,0.175872679363007,6.71027180855233,0.52403861872837,0.932133085980878
"4776","GB51213",53,46,45,91,57,55,65,98,122,103,127,101,0.159033141136348,3.33234160518152,0.523169681486709,0.932133085980878
"4777","GB51973",453,156,564,1043,478,703,628,947,1148,948,1294,1074,-0.171417775774077,6.50910656555782,0.521078414367046,0.932133085980878
"4778","GB53286",46,30,89,152,53,111,88,109,146,117,162,137,-0.16074020504328,3.62966219861314,0.522603635005272,0.932133085980878
"4779","GB53548",10,20,13,46,16,55,19,32,55,25,51,38,-0.253854663134828,2.01084087485683,0.52225127287551,0.932133085980878
"4780","GB53696",288,208,604,647,280,738,433,644,882,976,1442,680,-0.177361803283227,6.23900508703367,0.523312917668066,0.932133085980878
"4781","GB53727",151,117,208,951,188,257,146,377,722,298,413,233,-0.225884299774406,5.3352374548265,0.524531820096508,0.932133085980878
"4782","GB54332",70,72,147,194,127,176,173,190,276,280,300,274,-0.144255988664143,4.49276381995368,0.522265351377282,0.932133085980878
"4783","GB55994",33,14,70,105,53,57,62,48,98,71,76,100,-0.179111257799033,3.01212381230141,0.524868525502393,0.932209517905671
"4784","GB47973",327,138,550,733,561,596,646,663,1017,866,1112,760,-0.154436595773481,6.27313151208514,0.52514376348374,0.932308520542188
"4785","GB49433",108,60,222,249,200,266,306,343,234,237,242,208,0.164592643961309,4.77959176677713,0.525037481593656,0.932308520542188
"4786","GB41907",433,322,658,947,548,618,738,867,922,710,1063,913,0.160704096288269,6.49754162681282,0.525442878733919,0.932387127404109
"4787","GB47632",105,88,141,124,171,169,156,199,279,225,271,230,0.137595733362928,4.47674385626144,0.525508540930165,0.932387127404109
"4788","GB51366",43,58,99,101,87,93,121,166,247,171,215,189,0.147513918080115,3.96543295301674,0.525517312067201,0.932387127404109
"4789","GB52650",54,43,98,117,94,106,92,105,179,119,132,89,0.144926700159364,3.67341425875938,0.525679399507522,0.932479953814241
"4790","GB42052",27,23,38,43,50,58,92,45,91,68,80,61,0.176938478291434,2.81161919147684,0.525790249674412,0.932481872856811
"4791","GB46787",37,48,117,134,123,114,101,139,344,171,216,298,-0.170447004553992,4.13288772922709,0.525906282984024,0.932492981412917
"4792","GB40387",96,36,145,220,121,142,146,181,263,202,287,245,-0.141457848382405,4.3521496439773,0.527308325173865,0.932668276780571
"4793","GB41305",82,59,119,172,109,204,158,271,298,253,448,231,-0.144436254286387,4.51827717576195,0.526501385339898,0.932668276780571
"4794","GB42728",189,45,160,97,92,229,267,197,688,456,417,400,0.198604406566318,4.91021435574667,0.527036315573547,0.932668276780571
"4795","GB43220",107,47,183,180,151,179,236,258,284,215,307,251,0.142059358841107,4.57193374643073,0.526268881010795,0.932668276780571
"4796","GB45045",20,10,39,30,34,39,48,53,93,43,72,67,0.184466464612375,2.45139877949113,0.527223146223768,0.932668276780571
"4797","GB45275",65,43,114,116,89,94,112,128,129,147,130,144,0.142685682279906,3.77698736820197,0.527322629002599,0.932668276780571
"4798","GB49287",36,9,47,94,19,55,143,120,111,134,210,174,-0.192351066706678,3.41307544296322,0.527153436244498,0.932668276780571
"4799","GB50252",374,270,1052,1357,739,1234,1144,1020,1838,1782,1738,1078,-0.181854335849906,7.0342476461417,0.526916338943913,0.932668276780571
"4800","GB50931",295,375,288,278,315,388,602,690,709,867,952,1128,0.199926765075177,6.13164401830041,0.526626270631624,0.932668276780571
"4801","GB53937",96,75,127,176,148,193,206,252,370,349,423,316,-0.133137868842706,4.71344226555089,0.527317880840774,0.932668276780571
"4802","GB54353",29,30,39,60,45,71,88,82,83,82,80,71,0.166340854792951,2.98700618498916,0.526600094943836,0.932668276780571
"4803","GB55517",53,41,78,123,85,109,121,152,180,158,225,194,-0.138441108164665,3.89500222611611,0.526666665385347,0.932668276780571
"4804","GB40777",3483,1555,4899,7120,4602,4584,6094,6902,4282,4151,4979,5360,0.198874898882488,9.259869630978,0.528346689875448,0.932804140200864
"4805","GB42753",140,135,390,609,332,331,344,417,847,574,762,505,-0.157089863005913,5.69573228572929,0.527881647154303,0.932804140200864
"4806","GB42800",68,7,29,66,14,137,24,71,36,42,105,49,-0.290564250520882,2.778356390052,0.52819866262956,0.932804140200864
"4807","GB42824",70,55,85,117,96,187,137,174,226,253,240,188,-0.148122494199973,4.17193362146035,0.528387701312131,0.932804140200864
"4808","GB46449",66,81,173,131,145,193,160,183,112,192,201,104,0.165492846270585,4.23517984826702,0.527603290145864,0.932804140200864
"4809","GB48165",18,24,36,56,31,25,33,56,193,41,72,133,0.238489998590683,2.78506625839358,0.528255291136452,0.932804140200864
"4810","GB50744",30,44,45,91,72,57,71,76,125,66,85,77,0.169186422070771,3.15659508210801,0.528356034375995,0.932804140200864
"4811","GB54446",4296,1606,5367,8956,5357,11468,5356,8682,17284,6730,14923,10443,-0.203592593567087,9.88912056921814,0.527886425152647,0.932804140200864
"4812","GB55250",522,630,590,801,782,1061,1247,1087,1865,1370,1270,1813,0.189577746219541,7.05690656314411,0.528097777962355,0.932804140200864
"4813","GB51429",42,17,86,80,80,123,96,125,125,136,156,103,-0.152309839108416,3.5301996111436,0.528530979644816,0.932863218799649
"4814","GB45418",326,337,560,1149,536,436,504,614,888,593,640,446,0.173348839891958,6.23789049501256,0.528993663798036,0.933485910669779
"4815","GB46678",31,48,80,126,365,83,147,186,301,172,91,124,-0.252074253979083,4.17234046025595,0.529242840578897,0.933731657469934
"4816","GB55940",152,84,204,254,216,236,298,325,397,349,334,315,0.128447882987491,4.9932892722455,0.529629384381554,0.934219605548443
"4817","GB43176",33,18,58,73,55,56,58,113,120,105,170,109,-0.152963837703514,3.22296859179272,0.530051337813512,0.934575781387667
"4818","GB49031",2842,2482,3398,6605,3639,4574,5670,6723,5314,4641,6242,6007,0.189016281969891,9.25041937190637,0.529967942149186,0.934575781387667
"4819","GB53921",33,28,37,73,40,44,64,73,111,75,94,78,0.155744607662851,2.93870668737623,0.530381837994627,0.934964456062327
"4820","GB42887",597,299,888,1155,694,979,1185,1485,1114,1184,1431,992,0.172213233674816,6.92261172703823,0.530842872862018,0.935157185358651
"4821","GB43945",90,41,99,110,87,141,138,171,260,262,331,239,-0.143693258784412,4.23241130981499,0.530957191847927,0.935157185358651
"4822","GB44726",5601,4832,6107,8473,8497,10606,12185,11058,9432,8904,14825,8797,0.194645160093715,10.1702571013584,0.530732773647095,0.935157185358651
"4823","GB44882",414,120,1099,1019,846,2015,2269,3219,1581,2147,5285,1352,-0.247820791142596,7.56801230247457,0.531114087270169,0.935157185358651
"4824","GB45356",68,37,138,174,142,185,157,200,236,203,260,162,-0.131800015035969,4.27360176966867,0.5314371485621,0.935157185358651
"4825","GB47837",416,242,672,999,527,846,798,1122,1424,1329,1723,1278,-0.162088594426545,6.75888352596458,0.531592824704019,0.935157185358651
"4826","GB50010",40,22,32,42,80,56,72,87,120,72,133,157,-0.183259357725715,3.17292054843666,0.531812167447633,0.935157185358651
"4827","GB50021",119,71,243,336,241,300,343,324,424,425,430,331,-0.131450424303173,5.13523951471079,0.531770301623105,0.935157185358651
"4828","GB50689",24,19,37,48,24,61,55,57,59,48,70,45,0.165383404106679,2.52410525401389,0.531086357564174,0.935157185358651
"4829","GB52588",27,23,43,53,71,63,103,80,128,116,129,131,-0.152316576095873,3.24101712352972,0.531690803716448,0.935157185358651
"4830","GB53191",299,273,450,725,544,477,676,743,1208,860,846,674,0.15571357396789,6.28177214347835,0.531618827021061,0.935157185358651
"4831","GB55359",541,352,960,905,896,875,828,1027,1906,1150,1436,1078,0.16441433141924,6.90216440968173,0.531427690507495,0.935157185358651
"4832","GB50356",6977,4713,12460,18583,11753,9822,14612,15402,11105,9470,11282,13071,0.200121765989472,10.535745222205,0.531925548560669,0.93516298324149
"4833","GB45029",192,140,161,69,321,195,529,310,1145,686,953,454,0.221383029196678,5.56737614192581,0.532423469366092,0.93545757440847
"4834","GB45374",6655,4840,8379,17276,7804,8649,11181,13361,9901,8788,11361,10671,0.197166558460552,10.3096688142961,0.532212761366748,0.93545757440847
"4835","GB49776",90,72,132,194,126,163,186,236,264,251,241,186,0.131992492660492,4.43907186747386,0.532345176888423,0.93545757440847
"4836","GB55704",86,53,81,116,97,135,188,219,221,227,244,192,0.1364188484841,4.20245471091793,0.532650933902067,0.935663706265107
"4837","GB40288",79,39,108,151,75,177,364,114,253,339,353,332,-0.178358037667259,4.49557921964024,0.533890878956196,0.936084089559971
"4838","GB40365",120,103,163,226,226,232,294,302,282,240,277,296,0.139585321833747,4.84260920590121,0.534325542682475,0.936084089559971
"4839","GB40938",41,13,88,88,73,87,79,84,118,91,147,105,-0.151471651420343,3.33569572580507,0.534857255680567,0.936084089559971
"4840","GB41063",198,185,209,731,261,320,226,394,814,468,639,527,-0.177943028878121,5.62214669551464,0.534447453123221,0.936084089559971
"4841","GB41360",43,14,23,31,64,41,27,38,74,62,96,48,-0.220525331696534,2.55120134067892,0.533917598600341,0.936084089559971
"4842","GB41362",25,14,51,46,43,62,41,67,46,37,53,33,0.180823107480787,2.48684083795775,0.534983902862114,0.936084089559971
"4843","GB42840",711,758,858,994,1079,1090,1765,1460,2680,2129,1935,2535,0.185906795470409,7.49001018199559,0.534155018593888,0.936084089559971
"4844","GB44028",144,88,212,309,196,331,244,305,407,356,440,344,-0.125943150242193,5.06697376851772,0.534890164556155,0.936084089559971
"4845","GB45256",50,42,134,183,107,129,94,148,171,164,186,135,-0.147342992697862,3.9674373602072,0.533022480183678,0.936084089559971
"4846","GB45814",80,72,135,197,120,216,138,249,260,238,350,241,-0.143165090796689,4.50295873000007,0.534898745458793,0.936084089559971
"4847","GB47691",132,107,943,267,416,1643,1237,1245,306,2005,1555,434,-0.314972385592294,6.60826437109922,0.53484305190376,0.936084089559971
"4848","GB47869",35,7,33,29,39,45,66,42,139,97,154,94,-0.182299748920738,2.86755892358271,0.53462280100965,0.936084089559971
"4849","GB48256",331,190,586,674,371,833,835,819,573,785,635,536,0.173349359345835,6.20685327110056,0.53376301863765,0.936084089559971
"4850","GB48621",26,16,28,68,32,37,50,55,95,40,55,58,0.185493150021422,2.52886117499865,0.534168526566248,0.936084089559971
"4851","GB49388",262,168,305,329,353,553,453,522,759,755,961,693,-0.144799399393579,5.89066375730199,0.533932274226139,0.936084089559971
"4852","GB49754",55,42,83,155,108,97,172,189,175,114,187,137,0.158017432941639,3.93196015176663,0.534197819654584,0.936084089559971
"4853","GB52508",23,7,12,10,23,24,24,27,34,32,55,65,-0.24599790027859,1.80716937858566,0.534241373826352,0.936084089559971
"4854","GB54598",19,56,80,117,79,59,39,129,210,65,82,154,0.229417623375773,3.48134392399757,0.533853902918585,0.936084089559971
"4855","GB55297",180,118,259,328,213,270,336,385,523,412,501,446,0.125259557526413,5.30365207995018,0.5348792362609,0.936084089559971
"4856","GB56003",205,135,260,379,251,334,346,396,462,349,451,429,0.126224734280947,5.3582521699416,0.535130213160878,0.936147273641199
"4857","GB40839",21,13,25,33,55,29,60,44,73,74,65,80,-0.183639413096771,2.53475288401592,0.535568666547564,0.936299785045097
"4858","GB45944",282,164,477,731,439,503,515,686,900,754,1074,772,-0.144035441922495,6.14668572636711,0.535425525231149,0.936299785045097
"4859","GB45961",25,20,65,101,75,93,125,151,103,109,129,157,-0.159926193448861,3.49959422139858,0.535651787346558,0.936299785045097
"4860","GB51482",738,202,713,640,1073,913,1357,1181,3494,2052,3539,2406,-0.196958621098089,7.34959691924554,0.535658264310673,0.936299785045097
"4861","GB41147",370,248,892,917,782,1033,724,1171,1793,1283,1713,1395,-0.16501508619179,6.87379993167368,0.53783096872115,0.936973841061292
"4862","GB43419",269,153,454,630,365,446,531,558,548,465,516,519,0.142621680758788,5.81783223164215,0.537143805479891,0.936973841061292
"4863","GB44328",30,9,33,29,61,27,42,38,157,75,138,95,-0.20589392773504,2.78892624754184,0.537661910224909,0.936973841061292
"4864","GB44452",24,23,41,66,29,60,77,117,80,67,120,76,0.170256467968467,2.96104487465182,0.537041419094013,0.936973841061292
"4865","GB44594",62,54,109,133,111,153,128,210,392,273,355,272,-0.137529422304476,4.39358876804067,0.537912832671177,0.936973841061292
"4866","GB45340",75,50,153,225,167,215,165,187,266,232,213,149,-0.137132618893722,4.40492677913394,0.537514352133193,0.936973841061292
"4867","GB46073",19,12,38,46,46,35,27,56,165,54,95,140,-0.196675595062342,2.78446878449294,0.537391191273156,0.936973841061292
"4868","GB47009",358,878,339,303,660,632,1342,1085,1617,1410,1739,2482,0.261405108284433,7.03310027043155,0.536484143194735,0.936973841061292
"4869","GB47584",806,288,864,806,1342,1187,2048,1675,4053,2419,4334,3306,-0.186192973797895,7.69122998811232,0.537796528304581,0.936973841061292
"4870","GB47682",62,48,102,147,106,102,98,124,132,105,114,98,0.136672746593611,3.73166199179152,0.537896695582389,0.936973841061292
"4871","GB47741",523,335,674,861,1096,846,1329,1111,1299,906,1358,806,0.174986849733999,6.83565425368013,0.537179592248419,0.936973841061292
"4872","GB51414",206,118,365,438,346,361,436,454,386,365,473,317,0.142766900956617,5.47021189290691,0.536465196678581,0.936973841061292
"4873","GB52532",158,91,266,303,235,423,268,379,617,547,554,367,-0.136052539057645,5.34361760649804,0.536690904791047,0.936973841061292
"4874","GB53961",10,7,23,44,19,34,39,43,44,57,51,27,-0.172969964445734,2.02224706448652,0.537787648194807,0.936973841061292
"4875","GB53971",92,59,127,173,108,150,179,224,253,174,291,223,0.129673346184843,4.35518748378095,0.537348862572198,0.936973841061292
"4876","GB54215",28,22,97,100,72,88,98,105,168,138,196,119,-0.148669443352013,3.56687014031838,0.537918943243781,0.936973841061292
"4877","GB54606",732,388,1150,1243,949,1284,1451,1347,1344,1528,1378,1110,0.169264269979695,7.16654557977833,0.537407229662102,0.936973841061292
"4878","GB40858",235,144,305,485,324,412,405,482,477,393,445,353,0.135004844301911,5.53717800752826,0.538145408791124,0.937176147535999
"4879","GB43728",5632,733,5463,10226,3957,8926,5072,7568,11546,8130,12801,8320,-0.220541428720779,9.73231722308636,0.538360260619051,0.937244120406308
"4880","GB46330",175,353,196,236,315,245,409,343,714,610,690,805,0.20969254172999,5.72398625256782,0.538406572071682,0.937244120406308
"4881","GB53384",231,150,251,248,227,393,364,399,547,443,623,497,0.135280974787762,5.45684306445228,0.538515426922094,0.937244120406308
"4882","GB41333",36,16,107,88,120,142,200,133,248,209,202,194,-0.160806510197697,4.00028447911878,0.539704027219398,0.937405241150581
"4883","GB43707",108,54,173,232,206,204,248,277,488,358,444,335,-0.123969207853634,4.88949696529883,0.53969516622283,0.937405241150581
"4884","GB45526",245,124,551,715,632,697,824,798,706,693,1111,609,-0.166310158104624,6.23910745636109,0.539744965220518,0.937405241150581
"4885","GB46027",134,59,152,182,201,176,227,250,333,241,298,231,0.133942271487351,4.64438412798012,0.539412772915707,0.937405241150581
"4886","GB46231",226,102,388,433,277,507,628,595,750,855,957,753,-0.142807258071912,5.9300141122869,0.539276419043078,0.937405241150581
"4887","GB46656",139,89,197,319,231,260,540,421,310,358,442,335,0.155392280704602,5.186992328064,0.539845435519322,0.937405241150581
"4888","GB47322",2127,1283,1787,3507,2402,2477,4628,5009,5854,3876,5545,5887,0.179225368542746,8.76423107646199,0.539389260185222,0.937405241150581
"4889","GB50177",205,143,190,356,256,293,332,414,454,352,495,372,0.131338451001706,5.30583359460616,0.539313128968883,0.937405241150581
"4890","GB50723",2576,1786,3349,6602,3564,3869,5957,5792,4537,3590,5068,4875,0.190559097144994,9.07489046901805,0.539932177157127,0.937405241150581
"4891","GB52997",57,47,188,142,204,251,137,258,781,250,322,639,-0.199436275408619,4.88363320310281,0.539296395511653,0.937405241150581
"4892","GB53152",109,83,204,314,234,217,331,308,356,281,281,213,0.147342205310883,4.90199747667224,0.539553491236477,0.937405241150581
"4893","GB54051",292,156,570,561,425,610,1247,644,792,859,1039,734,0.171560561517386,6.2836461364563,0.539707607405388,0.937405241150581
"4894","GB45879",60,17,112,113,88,160,121,147,200,175,214,140,-0.148261355435739,3.90364099245989,0.540257082926683,0.937756029289644
"4895","GB53224",27,17,19,59,48,14,56,38,38,19,27,46,0.239985365123446,2.20640174444022,0.540355004517105,0.937756029289644
"4896","GB43497",20,2,12,11,10,31,26,21,113,42,136,51,-0.249698532623998,2.10058369361669,0.541119649948371,0.937859756201908
"4897","GB43717",58,27,42,64,46,122,137,131,73,83,109,120,0.194188714784679,3.38846870175509,0.54084090854574,0.937859756201908
"4898","GB44384",29,52,29,95,53,38,73,80,42,65,121,24,0.232943402070914,2.96302074048234,0.540751806019592,0.937859756201908
"4899","GB44507",59,14,63,80,61,105,100,107,149,168,162,114,-0.151146441384228,3.52219461534105,0.541274594571223,0.937859756201908
"4900","GB47970",102,34,180,161,66,260,143,189,230,307,181,324,-0.183087228783405,4.42276655139905,0.541404015974884,0.937859756201908
"4901","GB48641",221,216,339,710,290,388,316,406,431,318,436,246,0.150424602756901,5.55638183438641,0.541036030071715,0.937859756201908
"4902","GB49083",232,137,488,543,479,560,484,514,738,691,815,512,-0.139144799117696,5.93954027947039,0.541408386629094,0.937859756201908
"4903","GB51761",11,7,32,37,20,22,31,43,39,27,32,37,0.215722905355698,1.84430200592527,0.540588883133188,0.937859756201908
"4904","GB52702",222,294,279,443,313,658,545,718,931,1081,1589,654,-0.178982793200099,6.20363133072314,0.541170402797183,0.937859756201908
"4905","GB40619",4756,2357,17308,9897,15624,8897,8949,8813,28546,16191,10086,4976,0.244349012108411,10.4104309763534,0.541548251124105,0.937910783547251
"4906","GB40537",263,237,349,749,397,363,415,444,750,482,548,374,0.148864602346719,5.82110694569111,0.542046462013815,0.938051740516066
"4907","GB44340",99,75,215,301,169,251,235,243,301,306,362,274,-0.131982119412297,4.82360812321046,0.541801754171125,0.938051740516066
"4908","GB50459",46,35,102,95,107,150,107,130,180,152,207,122,-0.139770086571073,3.83088362525904,0.54202888158449,0.938051740516066
"4909","GB52761",48,15,21,42,45,14,49,84,101,37,89,127,0.229603667029906,2.75557934322652,0.542071335396512,0.938051740516066
"4910","GB41486",316,131,467,519,475,409,569,645,642,626,598,551,0.145431040264762,5.91826480728545,0.544458048412723,0.938168942937417
"4911","GB41730",61,18,26,16,51,96,120,66,191,163,325,107,-0.234840053349281,3.50639623438928,0.543321712263327,0.938168942937417
"4912","GB42079",72,33,125,150,109,165,119,187,312,194,347,181,-0.134199167983381,4.2395530587509,0.546160754257737,0.938168942937417
"4913","GB42466",15,12,12,21,42,31,32,32,58,47,45,41,-0.19534084876213,2.01878714153437,0.545111721462131,0.938168942937417
"4914","GB42683",5,2,26,19,15,28,29,32,64,38,61,49,-0.158739160953731,1.83339009768702,0.54660337323272,0.938168942937417
"4915","GB42761",134,36,128,103,182,172,417,158,604,407,694,517,-0.17492570224468,4.99648570170104,0.545299171498195,0.938168942937417
"4916","GB43247",4127,944,10079,2464,8913,16288,337,7412,45878,16790,35830,13987,-0.374313355941102,10.4212863848953,0.545946911586359,0.938168942937417
"4917","GB43391",23,10,44,52,38,58,61,66,167,97,151,92,-0.143771780482134,2.99368456993015,0.542882975804375,0.938168942937417
