"","ID","NP.1","NP.3","NP.4","NP.5","NP.6","NS.3","NP.2","NS.1","NS.2","NS.4","NS.5","NS.6","logFC","logCPM","PValue","FDR"
"4591","GB45252",79,98,103,183,97,148,100,177,158,150,208,182,0.322543758916832,4.17532609051933,0.197535062712847,0.365288690577819
"4592","GB50365",10,7,25,25,29,40,28,27,59,48,96,31,-0.415685180598512,2.06670718049722,0.197472279356909,0.365288690577819
"4593","GB55514",367,347,313,414,457,617,1143,979,1536,1263,1366,1777,-0.379942588101771,6.65308116630759,0.197543995822778,0.365288690577819
"4594","GB55994",33,14,70,105,53,57,62,48,98,71,76,100,0.37699002805442,3.01212381230141,0.197360983692466,0.365288690577819
"4595","GB41225",424,181,546,857,1033,1038,955,854,1699,2153,2236,1251,-0.39411647007294,6.93668031404317,0.197725958780136,0.365545597353049
"4596","GB41407",16,9,19,37,14,64,18,43,97,28,38,20,-0.506558453054295,2.03364004513583,0.19785569980347,0.365705868109329
"4597","GB49389",264,165,343,449,346,487,338,353,423,519,628,475,0.278645845160561,5.63796820498452,0.198104626935469,0.366086318428716
"4598","GB48772",225,182,415,431,309,518,564,679,680,683,1335,986,-0.318973226295662,6.05931621993119,0.198291452724431,0.36610720977512
"4599","GB52962",123,72,123,188,191,215,292,296,397,340,503,431,-0.274948341522931,4.92058251533785,0.198246232284841,0.36610720977512
"4600","GB53887",3215,961,26593,17304,5261,48678,54487,55864,14532,57158,53078,26058,-0.725554081319579,11.6859584142096,0.19833141605475,0.36610720977512
"4601","GB54314",410,197,577,690,515,553,576,751,637,619,888,848,0.313900039167071,6.22001174401902,0.198304533741518,0.36610720977512
"4602","GB55786",381,208,533,630,643,741,810,764,689,615,1086,613,0.328122084031705,6.30173752472284,0.198211219546464,0.36610720977512
"4603","GB53334",193,116,308,339,274,371,318,364,400,415,425,341,0.262674127520081,5.3155793412148,0.198501676176551,0.366309009550938
"4604","GB54045",32,15,64,63,52,82,73,64,137,142,160,91,-0.335766784176579,3.22855621189375,0.198526978219249,0.366309009550938
"4605","GB41362",25,14,51,46,43,62,41,67,46,37,53,33,0.368377177846769,2.48684083795775,0.198722017491441,0.366589259194308
"4606","GB41326",35,21,37,113,25,172,26,80,148,129,48,60,-0.53089651063066,3.16761207356552,0.198904050831784,0.366781274875394
"4607","GB47199",34,16,31,56,34,72,31,64,92,68,85,101,-0.37417154402852,2.77869357671132,0.19895563444683,0.366781274875394
"4608","GB54341",190,160,268,263,360,405,514,517,882,653,765,792,-0.295672618383479,5.7861010135478,0.198947099006469,0.366781274875394
"4609","GB53416",100,69,149,249,152,161,223,231,307,259,262,161,0.289676114576951,4.55549484718542,0.199127721885272,0.367018875551179
"4610","GB48698",20,20,77,94,55,60,13,106,248,71,81,182,-0.54015565453626,3.27811629415567,0.199250459166851,0.36716543397449
"4611","GB40857",142,108,108,226,313,199,355,265,291,341,310,382,0.343022493680397,4.97133416457403,0.199395999618333,0.367235580306025
"4612","GB44206",2245,1594,3644,4526,2323,3128,5027,5348,3189,3494,6041,5052,0.404496408756034,8.87940334875782,0.199342201711724,0.367235580306025
"4613","GB52634",326,86,262,463,159,416,494,674,652,569,919,857,-0.352882779424601,5.79829404032598,0.199418214473419,0.367235580306025
"4614","GB46606",262,109,490,439,370,450,385,419,568,607,488,413,0.301396475544769,5.67584918102306,0.19961216377069,0.367513075689643
"4615","GB40624",129,157,86,172,140,227,354,288,372,593,599,638,-0.403565847931955,5.184876611439,0.199893738990656,0.367918186457886
"4616","GB40759",2464,1301,3238,5557,4265,5311,4326,7324,12244,7201,8309,8664,-0.370806124584303,9.36018561094862,0.199918816796893,0.367918186457886
"4617","GB55972",28,13,39,53,45,45,39,42,122,101,103,105,-0.367414517037484,2.83189854503833,0.19999924669085,0.367986484868697
"4618","GB55370",40,65,89,253,120,131,32,332,474,138,234,289,-0.510450938956713,4.36875272454591,0.200363250232538,0.368576399031055
"4619","GB53086",1420,904,1516,2125,1773,1910,2332,2710,2798,2019,2616,2506,0.357140168252227,8.00007905564746,0.200409429830787,0.368581534187603
"4620","GB42961",226,129,292,397,246,340,280,338,364,392,521,441,0.270179526139066,5.35542684789137,0.200611171200197,0.368721078503833
"4621","GB50743",33,37,72,63,50,84,81,115,219,104,166,123,-0.340003875910956,3.47589207778336,0.200615517933457,0.368721078503833
"4622","GB53648",80,72,145,151,111,158,137,166,208,163,205,176,0.266939365689016,4.20901327148403,0.200612180143867,0.368721078503833
"4623","GB41224",20,17,28,45,20,40,43,37,55,43,36,31,0.366560584774493,2.16751027455557,0.200817999205781,0.36901339027755
"4624","GB44091",2927,3058,1698,1899,4092,4957,8807,8154,12183,9319,12799,14562,-0.473031583496679,9.64289898219813,0.200939432304897,0.369156677644918
"4625","GB50048",7325,26707,4369,5355,11580,10481,34349,21315,19574,19351,22078,33609,0.703344310981492,11.3092846230573,0.201022982078988,0.369230320596973
"4626","GB52735",57,40,81,104,118,115,83,90,293,203,254,210,-0.343240147658771,3.97546962216448,0.201236367493477,0.369542356648744
"4627","GB46612",13,11,202,216,193,158,10,117,972,30,184,614,-0.887513105883509,4.54895983657625,0.201364230461341,0.369697241791462
"4628","GB41175",14,17,104,110,71,111,52,91,235,83,145,204,-0.453624996246681,3.53919839296354,0.201599450660731,0.370049121297085
"4629","GB40880",67,49,123,135,139,173,156,186,307,231,322,251,-0.270945070482059,4.36146241756736,0.201867173161506,0.370460496004967
"4630","GB52091",51,42,103,125,91,114,129,126,137,149,140,116,0.292840823407873,3.77286227822669,0.201913765467391,0.370465969253885
"4631","GB49929",123,52,759,433,409,441,407,292,1053,1045,762,1701,-0.520029594895365,6.09012120762732,0.202126149461245,0.370775564602306
"4632","GB43465",81,37,30,67,39,124,160,160,163,137,219,218,-0.406966411322813,3.80700338054555,0.20250202919469,0.371384874354251
"4633","GB53565",648,186,392,519,319,2670,324,671,356,1290,1671,156,-0.659680500153423,6.55030640955023,0.202609261386317,0.371501332932607
"4634","GB51586",640,404,1119,1422,868,1502,1185,1209,1276,1509,1259,922,0.351199568357234,7.11191367020601,0.2027295164183,0.371641614582101
"4635","GB43123",1344,1061,1212,1243,1565,1277,1792,2229,2176,2316,2363,2156,0.393524981692915,7.79133502890576,0.202835645358782,0.371755945484974
"4636","GB41591",27,13,26,63,11,58,32,43,87,65,138,48,-0.457353011931224,2.5683237441143,0.203088135466372,0.372138419065321
"4637","GB41886",183,50,470,308,363,737,679,467,744,932,1092,543,-0.410083641617236,5.9315539946721,0.203292601089692,0.372432746658816
"4638","GB49433",108,60,222,249,200,266,306,343,234,237,242,208,0.325472676209036,4.77959176677713,0.203651949439916,0.373010631843917
"4639","GB54939",148,97,206,242,255,251,251,331,663,497,477,511,-0.280717191658191,5.23316602809756,0.203801125302162,0.373122965396955
"4640","GB55466",281,146,381,538,365,694,669,807,956,761,1302,690,-0.304864447486577,6.16729488850509,0.203764233712956,0.373122965396955
"4641","GB49769",126,81,210,259,192,207,322,318,362,266,311,278,0.276653990388331,4.89012087685789,0.203895523672231,0.373150812630552
"4642","GB53705",62,38,127,156,137,149,158,201,374,169,302,290,-0.289984674575718,4.35130432003059,0.203904187431551,0.373150812630552
"4643","GB48770",22,16,31,58,56,45,54,58,69,58,63,35,0.356600915811818,2.56692054830816,0.204036870686228,0.373249791440019
"4644","GB55656",101,48,155,192,171,145,173,159,257,259,248,171,0.28555921835353,4.39440224975622,0.204046148492931,0.373249791440019
"4645","GB40428",74,53,99,153,106,132,135,148,159,169,155,158,0.277265897295636,4.00142668132088,0.204160470340395,0.373329672832264
"4646","GB52191",368,116,1220,731,2126,472,1021,523,2492,1461,781,895,0.571102012784118,6.91296948059966,0.204177711592548,0.373329672832264
"4647","GB49421",35,43,76,135,96,89,112,147,135,108,126,95,0.327646426248089,3.62730693034773,0.20441800089063,0.373688598572391
"4648","GB55161",121,54,165,203,141,161,212,237,244,228,247,201,0.278871621083257,4.49701524788986,0.204463695593244,0.373691715590491
"4649","GB42746",3921,1695,6327,7628,6263,6695,7573,7630,7931,7167,9253,6255,0.367203277405804,9.6342374555332,0.204616838647794,0.37384193255392
"4650","GB46373",175,121,262,468,280,252,277,389,505,411,480,344,0.275071524369167,5.32267396100962,0.204633900691669,0.37384193255392
"4651","GB42739",534,262,796,794,856,888,1295,1241,1542,2452,2060,2159,-0.357634892298197,7.12952301985763,0.204735571373368,0.373866869909019
"4652","GB53603",17,23,35,52,53,42,53,57,75,51,40,61,0.363857446214397,2.57294733584505,0.204707100168398,0.373866869909019
"4653","GB55268",30,61,60,151,107,105,92,239,406,118,166,232,-0.419182238750408,4.07145939293887,0.204896536935407,0.374080395715944
"4654","GB44839",37,41,15,16,32,35,71,57,60,57,50,51,0.503796136766285,2.55983640677632,0.205329127408391,0.374686600061139
"4655","GB50795",97,103,127,97,194,108,251,190,275,304,200,222,0.365935402998876,4.50605620817447,0.205349174272732,0.374686600061139
"4656","GB52688",128,103,361,339,290,377,402,401,673,621,765,695,-0.293268420054744,5.60419967656957,0.205360895807494,0.374686600061139
"4657","GB44718",69,49,152,160,110,132,161,164,202,192,206,133,0.283090429652802,4.13961810044673,0.205784983200994,0.375163191161153
"4658","GB50623",162,79,169,238,189,214,266,311,267,245,313,291,0.278168276812885,4.82120415680952,0.205798760542786,0.375163191161153
"4659","GB50971",84,65,201,183,194,300,467,346,415,435,557,433,-0.290429337269347,5.11502236872001,0.20579873672355,0.375163191161153
"4660","GB54934",439,249,468,671,609,1062,1119,1165,1159,1511,2231,1018,-0.355132665300499,6.7909110131417,0.205722351973237,0.375163191161153
"4661","GB44303",211,138,363,377,354,375,483,432,550,524,516,451,0.275142454534019,5.60088034793162,0.20585877060944,0.375192073874103
"4662","GB45139",8,32,32,61,38,23,25,107,154,35,104,152,-0.55628974351105,2.88884519699754,0.205993103555915,0.375356373811132
"4663","GB41366",272,712,276,366,494,494,1014,728,857,831,900,928,0.50017231960598,6.4469403076706,0.206050512395627,0.375380463821757
"4664","GB41840",84,59,152,139,146,163,217,229,367,381,352,267,-0.271723785071939,4.61238981681306,0.20621762715495,0.375523846233933
"4665","GB48171",366,299,667,1051,618,703,832,907,1111,871,1058,837,0.31776299405707,6.56168176759735,0.206211028453048,0.375523846233933
"4666","GB41275",23,6,36,102,36,77,37,67,19,31,22,33,0.540517697350002,2.42085870285319,0.20633651116389,0.375579314835494
"4667","GB55541",17,13,21,20,52,30,22,34,40,47,28,20,0.426897007926182,1.93444184309354,0.206304172975749,0.375579314835494
"4668","GB52322",46,22,86,62,78,101,88,109,179,192,179,107,-0.319576401635867,3.59534397424951,0.206400878094342,0.375615993875628
"4669","GB50978",60,47,80,127,107,110,117,136,159,147,141,109,0.282233793094793,3.79698702676168,0.206554641028477,0.375815308532215
"4670","GB49084",14,3,23,32,27,32,24,42,54,47,53,49,-0.356701250804448,2.00338914758875,0.206687721809616,0.375976915797149
"4671","GB42714",133,96,222,323,225,277,302,328,324,307,395,291,0.259926106003363,5.03543302313407,0.206992283323263,0.376396738203077
"4672","GB43848",342,279,519,781,557,590,633,819,930,813,852,598,0.306421841967078,6.3065018906165,0.207095745069003,0.376396738203077
"4673","GB50451",8,5,28,29,7,35,27,17,68,37,50,43,-0.444513082994348,1.81705227667371,0.20704189310482,0.376396738203077
"4674","GB54328",213,95,361,428,326,429,438,451,490,443,471,341,0.287930047466734,5.50856684853264,0.207083694111511,0.376396738203077
"4675","GB43694",25,26,26,53,28,31,36,64,54,39,56,43,0.360191278614011,2.3866675391487,0.207245890852755,0.376589057282171
"4676","GB53979",591,211,743,702,977,1126,1244,1125,1889,2093,2409,1625,-0.361651919055694,7.10659988583572,0.207411314429736,0.376809049632294
"4677","GB51095",122,144,197,392,233,250,312,306,387,276,522,371,0.291517980425568,5.15873180128955,0.207543628797511,0.376968810484254
"4678","GB40771",15,20,38,94,44,94,46,32,138,98,121,127,-0.434216954032327,3.05932846623144,0.207827262752382,0.377403291381249
"4679","GB42801",39,6,18,37,17,24,67,35,66,90,109,136,-0.460870492778427,2.63101357310447,0.207926849716327,0.377503438414234
"4680","GB46267",43,27,52,59,70,75,49,111,132,109,126,162,-0.341115029905969,3.33030130735656,0.208402456861598,0.378286083555401
"4681","GB52559",193,58,275,308,232,336,313,332,592,542,697,523,-0.293158837501194,5.37644003053362,0.208448807429852,0.378289386694422
"4682","GB52010",78,64,140,101,147,214,183,248,286,303,348,217,-0.29645047027981,4.50656445568604,0.208573316549821,0.378434498951458
"4683","GB49404",109,115,101,160,152,151,183,166,273,206,309,212,0.311811897605269,4.48833582216222,0.208618153800109,0.378435023816342
"4684","GB49908",508,216,686,895,601,1304,1011,1096,1276,1507,2218,1396,-0.353493850533674,6.91326544275536,0.20870466859963,0.378511135728833
"4685","GB50418",56,10,103,77,157,118,265,87,609,273,286,220,-0.461151948065445,4.32931889975759,0.209118563552714,0.379180831884804
"4686","GB50359",49,31,100,114,114,135,118,115,302,236,220,162,-0.305664372486133,4.01161776401789,0.209344360153132,0.379509248719773
"4687","GB50939",26,27,33,51,36,40,66,51,65,59,57,75,0.34380607191612,2.64393637705031,0.209569734873477,0.379836760774523
"4688","GB42534",167,54,116,143,154,204,150,258,234,278,364,573,-0.369819464323561,4.72142499764677,0.209776575027366,0.380130547111235
"4689","GB42220",199,284,424,411,566,560,610,658,1613,939,1102,1273,-0.354997253840219,6.35500135960644,0.210145997396929,0.3806377096554
"4690","GB44791",22,15,35,67,28,65,50,68,79,75,116,80,-0.328518676361533,2.78213139986726,0.210146069250598,0.3806377096554
"4691","GB48944",42,34,76,131,74,89,92,100,154,94,135,82,0.30046822119439,3.49479958785929,0.210242353009451,0.380664137931394
"4692","GB55617",589,479,719,993,773,715,984,1240,1437,1120,1173,1126,0.340359879617721,6.88053939029383,0.210250280773879,0.380664137931394
"4693","GB50361",13,13,11,21,25,32,41,30,70,56,56,57,-0.392422152786211,2.09395268676932,0.210324536955301,0.380717439044382
"4694","GB47177",158,120,180,198,250,197,311,281,410,347,343,319,0.280361858164133,5.00298659061944,0.210671873719265,0.381183720393005
"4695","GB49450",144,164,131,223,174,216,276,260,434,236,245,348,0.336977336334784,4.91923683273648,0.21066919936192,0.381183720393005
"4696","GB49394",29,22,129,70,89,88,41,120,224,162,158,169,-0.403414081776564,3.63693346221996,0.210803513485023,0.381222707292163
"4697","GB50108",291,116,523,489,421,457,388,500,674,547,707,385,0.291628762901142,5.79851566838868,0.210828049306484,0.381222707292163
"4698","GB55706",1870,342,828,2808,750,2205,1142,1568,680,1061,3046,1051,0.509092583739893,7.52585787392389,0.210781074763543,0.381222707292163
"4699","GB44328",30,9,33,29,61,27,42,38,157,75,138,95,-0.432878241640512,2.78892624754184,0.210948263344262,0.381277765342447
"4700","GB48533",882,1246,936,1101,1455,1154,1706,1753,2172,1721,2193,2334,0.418567560777234,7.65156361153435,0.210940159542223,0.381277765342447
"4701","GB43912",79,52,231,244,184,308,192,287,411,450,431,232,-0.314837064555692,4.88550172463786,0.211014168076983,0.381315753629859
"4702","GB47817",89,84,184,213,173,196,151,228,257,190,280,219,0.26250401392468,4.54776780912493,0.211349728140911,0.381840906115917
"4703","GB43122",230,159,294,378,334,394,503,479,505,391,574,497,0.277467734963648,5.60191806974666,0.211635400995774,0.382194458218346
"4704","GB45493",74,48,62,106,94,113,117,155,147,98,118,111,0.311666080094963,3.71765165929124,0.211607060567926,0.382194458218346
"4705","GB40955",270,90,433,528,707,619,846,552,622,677,749,458,0.368999889901553,6.03697594129755,0.211691282109028,0.382214121469966
"4706","GB49242",265,172,478,571,497,528,603,570,656,626,742,629,0.282456243264172,6.00513524793388,0.211750410139846,0.382239637513385
"4707","GB54329",41,42,67,87,68,94,57,69,107,109,106,65,0.300675486118472,3.2804917738211,0.211818874364651,0.382281992293969
"4708","GB49383",9,19,25,56,43,43,43,67,143,66,71,76,-0.390299325308498,2.67890855860809,0.211926044590409,0.38239416924289
"4709","GB44942",18,14,30,47,28,29,46,63,39,40,24,45,0.403942179674056,2.19562497565688,0.212023279587331,0.382488375471306
"4710","GB40684",359,22,437,393,1394,403,568,218,196,458,2000,189,0.720816919144481,6.05025704852186,0.21225764296493,0.382829867725495
"4711","GB52532",158,91,266,303,235,423,268,379,617,547,554,367,-0.276613057205215,5.34361760649804,0.212580196551914,0.383330241924966
"4712","GB42161",268,157,344,570,329,423,558,554,610,533,606,531,0.277807203569604,5.79674904644032,0.212796841207926,0.383517858484926
"4713","GB42798",1228,178,489,528,471,559,250,2346,863,1559,1220,3250,-0.615542861360456,6.98358297426778,0.212909972997635,0.383517858484926
"4714","GB46652",292,178,555,662,542,847,882,1024,1042,1398,1219,1139,-0.320851299143694,6.53930545742103,0.212884893447078,0.383517858484926
"4715","GB50149",2754,1328,9329,13686,15690,3307,36863,18924,14850,23033,15506,4722,0.628926822556994,10.5866102532562,0.212769280058223,0.383517858484926
"4716","GB55820",10,20,26,29,92,33,69,84,135,121,122,117,-0.444495190727706,3.0298123103242,0.212895433599348,0.383517858484926
"4717","GB46609",12,9,34,17,22,35,12,35,42,55,73,33,-0.447875656548967,1.95109338216192,0.212959139077262,0.383525097829413
"4718","GB54221",238,118,246,488,242,383,350,396,429,441,454,368,0.274131997793108,5.41247349821501,0.213380661541957,0.384202780796719
"4719","GB50514",193,154,343,338,380,593,575,663,895,670,880,638,-0.285300578060195,5.92153329826387,0.213790463422909,0.384833422560976
"4720","GB54237",163,116,323,407,155,481,332,645,367,439,778,630,-0.338868214692524,5.54896259052297,0.213839429260483,0.384833422560976
"4721","GB55755",42,35,50,38,49,68,76,87,133,125,149,159,-0.354821412062243,3.32221549675317,0.213866814350838,0.384833422560976
"4722","GB42415",15,10,17,44,20,23,32,33,41,35,34,22,0.3837614066265,1.81126400892681,0.214200035211105,0.385311244007206
"4723","GB53345",155,39,123,171,147,120,330,414,300,252,525,570,-0.345985394278952,4.88460588151632,0.214223073036614,0.385311244007206
"4724","GB46985",1766,1029,2682,4189,2411,2811,4470,4269,3490,3137,4296,4171,0.365901479775868,8.6162954055476,0.214601504268879,0.38587632104122
"4725","GB48161",197,139,177,205,337,517,1062,465,934,786,1036,997,-0.36375044550621,5.99116818770616,0.214628089101797,0.38587632104122
"4726","GB51578",231,122,296,589,368,470,452,487,496,457,621,394,0.283850338333643,5.655973336058,0.214728222669905,0.385974661781812
"4727","GB50224",466,237,445,641,469,894,1637,1485,1438,1117,2173,1576,-0.349355670958459,6.87553993836893,0.214843717148814,0.386100566359038
"4728","GB45644",78,134,42,45,63,89,254,121,187,136,164,212,0.531168785903832,4.07899560676651,0.214929400281229,0.386172854354704
"4729","GB51075",17,5,22,51,22,43,54,21,32,30,35,42,0.460658608343269,1.99755286572676,0.215098444406972,0.386394858371162
"4730","GB42417",70,74,155,210,166,166,166,138,341,190,244,191,0.284686023946991,4.41925759364523,0.21530166006839,0.386596407161483
"4731","GB44765",29,31,93,156,51,89,89,98,114,119,128,45,0.383586090901098,3.4182376848144,0.215260174374536,0.386596407161483
"4732","GB42690",71,52,162,164,216,121,185,192,297,260,208,142,0.318229747966058,4.38429873476194,0.215517451838106,0.386820357778304
"4733","GB49280",6,8,26,35,36,30,71,70,152,52,53,57,-0.39956334071085,2.49560822764162,0.21547746977496,0.386820357778304
"4734","GB55521",20,22,47,55,53,68,71,57,142,106,134,104,-0.321764444005463,3.08703584388225,0.215592089375324,0.386872581166746
"4735","GB44699",85,44,165,213,143,155,161,207,216,186,218,187,0.277870638104078,4.32806767599418,0.215737935294827,0.387052536500434
"4736","GB42866",7,34,16,22,46,21,49,73,163,63,71,131,-0.541491566457193,2.75539236132139,0.215956090588043,0.387362117724963
"4737","GB49427",64,37,131,125,83,138,114,124,136,129,173,108,0.286386726419322,3.8175226482353,0.216161528524947,0.387648761836485
"4738","GB50216",58,44,81,98,78,97,83,107,129,105,120,121,0.273585866509375,3.56122410238031,0.216483399369011,0.388127488295703
"4739","GB55278",319,142,445,586,461,456,549,635,688,575,756,549,0.281457763173647,5.95797450906927,0.216519854859722,0.388127488295703
"4740","GB44205",1772,846,2761,3603,1971,3491,2991,3489,2630,3214,2847,2860,0.362391274413864,8.39834231579092,0.216895290427841,0.388718458266774
"4741","GB46712",11,4,26,26,38,24,33,43,51,51,79,66,-0.361456907738947,2.15043820675889,0.21707522466233,0.388958876504217
"4742","GB53035",32,113,57,97,68,94,58,74,131,123,172,100,0.443000351893133,3.64565368687694,0.217166652612299,0.389040639802083
"4743","GB53986",57,5,522,300,388,156,31,214,397,82,227,284,0.694154519781134,4.75521953576953,0.217446030088464,0.389458997596775
"4744","GB52531",780,732,1406,2068,1163,1855,1636,1824,1716,1561,2313,1769,0.341918439577312,7.60867138101156,0.217545165557319,0.389554422725426
"4745","GB40493",89,19,43,68,26,82,34,56,47,35,120,57,0.453830362237282,2.90346966438602,0.217699766665443,0.389749108076488
"4746","GB53742",64,49,122,240,105,155,141,165,176,145,203,177,0.291000476478349,4.14874808093527,0.217804632817755,0.389854689377757
"4747","GB42673",129,39,160,193,143,328,181,277,301,345,267,292,-0.30829361088348,4.70338001079985,0.217992987045501,0.3901096323892
"4748","GB50927",85,48,189,192,153,192,203,246,442,279,394,319,-0.262669792277274,4.69680629865267,0.218102282163395,0.39022301747642
"4749","GB45730",5566,2210,8137,14044,6657,9214,10190,12285,8903,7968,12102,10076,0.385386963109394,10.0900672584564,0.218212685920036,0.390338337942874
"4750","GB41331",28,9,60,82,66,71,58,51,101,71,59,40,0.387617054263577,2.84680149573271,0.218349293347557,0.390365026255087
"4751","GB41927",31,11,27,45,34,59,42,54,74,71,100,75,-0.326657532690233,2.63259258072543,0.218365462597313,0.390365026255087
"4752","GB53414",13,16,58,46,50,39,53,44,329,129,55,46,-0.527277330188547,3.01067887463877,0.218316460169928,0.390365026255087
"4753","GB48009",19,4,49,51,21,63,44,48,60,83,109,58,-0.396450487189972,2.56931487530884,0.218418284442381,0.390377304089632
"4754","GB55879",191,128,187,138,193,258,361,285,300,336,252,359,0.331989803666587,4.99050607828794,0.218954803156356,0.391253902569046
"4755","GB40674",150,117,260,390,393,342,409,456,448,433,448,345,0.2783777281739,5.40898658969166,0.219133327799727,0.39136835692587
"4756","GB41708",118,51,895,902,8153,291,1547,208,7561,1474,514,236,1.06807953572906,7.74208248732949,0.219157065791214,0.39136835692587
"4757","GB42106",106,71,217,367,178,329,210,324,443,371,572,415,-0.282633179235865,5.09932945623155,0.219153230169591,0.39136835692587
"4758","GB55204",996,467,166,5866,176,5327,27,2781,2017,1462,2052,10525,-0.994583406430644,8.21489471051806,0.219388810967787,0.391699863213818
"4759","GB51370",20,56,47,70,34,50,58,84,296,83,132,199,-0.486210838529665,3.43392629994766,0.219463780555735,0.391751379663998
"4760","GB41165",29,24,34,39,61,58,92,106,116,118,130,106,-0.316645357497984,3.15916203109287,0.219553912485679,0.391829934152487
"4761","GB46604",209,138,315,530,310,294,381,522,534,513,532,394,0.276842557820291,5.5622245075552,0.219642729523006,0.391894247629206
"4762","GB48109",119,20,270,433,105,1705,1170,1091,355,519,475,456,-0.708036638682653,6.00493175306323,0.219682213915277,0.391894247629206
"4763","GB40308",275,141,393,645,411,491,506,574,624,557,704,487,0.273190450304686,5.87307818535329,0.219771670630708,0.391949715848778
"4764","GB44353",54,95,87,114,109,189,200,201,318,279,425,211,-0.341010714065835,4.46583512407109,0.219805585203482,0.391949715848778
"4765","GB40072",199,137,411,798,368,428,471,542,711,552,667,436,0.300012124314543,5.83022204806357,0.219919382141172,0.391988072028799
"4766","GB49106",1672,757,2356,2954,2479,3882,3561,4632,5175,4842,7769,4682,-0.345495829344604,8.71737559085354,0.219900852339411,0.391988072028799
"4767","GB46023",27,13,79,61,94,95,93,69,178,180,200,106,-0.363684825810417,3.49378205863335,0.220117075945059,0.392200536919264
"4768","GB54478",577,205,562,811,516,627,807,859,742,856,992,901,0.325280783098834,6.43867960395755,0.220130919367987,0.392200536919264
"4769","GB43111",218,467,264,341,348,353,408,616,680,509,609,599,0.40630790584639,5.90184389293631,0.220316067494343,0.392448100936138
"4770","GB42317",19,38,53,39,67,86,75,61,200,159,152,89,-0.406886899279801,3.33034014439464,0.220419902375179,0.392550748569632
"4771","GB45923",265,188,333,466,385,567,556,574,1041,843,985,929,-0.283836699123644,6.09392997088108,0.220513171364519,0.392552261261859
"4772","GB49424",117,64,156,248,114,138,200,213,267,215,316,204,0.278144208376499,4.50746509101363,0.220485310682296,0.392552261261859
"4773","GB41987",34,40,90,95,65,88,81,95,108,130,92,74,0.316331381983926,3.38561888238415,0.22064839914101,0.392665473110525
"4774","GB49074",41,24,67,79,74,67,63,114,166,153,162,127,-0.296102139367148,3.46138446552245,0.220669213493778,0.392665473110525
"4775","GB49869",214,72,306,304,185,532,317,443,470,417,593,587,-0.310214738075297,5.43298538425213,0.220843844195153,0.392811653358003
"4776","GB52631",166,132,257,322,213,278,210,291,411,272,351,434,0.261989955837117,5.1151207651495,0.220814115919799,0.392811653358003
"4777","GB49969",143,325,106,181,238,195,210,356,485,270,361,366,0.455765441886369,5.1880094837081,0.221057282684905,0.393108983966562
"4778","GB42367",90,62,201,256,167,270,242,230,276,235,250,163,0.28787105954644,4.63955665962192,0.221134596825225,0.393164169114753
"4779","GB44185",144,147,240,259,1043,247,899,353,1361,624,502,345,0.518491292358427,5.92424345139917,0.221411957787081,0.39341028684402
"4780","GB49402",121,53,223,244,172,241,179,261,261,201,253,217,0.272679445464686,4.63719127547567,0.221354731008804,0.39341028684402
"4781","GB50635",60,89,95,122,118,147,128,203,331,244,319,270,-0.321939463573082,4.37683200746789,0.22138300668647,0.39341028684402
"4782","GB48060",37,39,22,40,42,65,126,81,169,130,143,181,-0.395875613781591,3.38291059611302,0.222086855885165,0.394526942857481
"4783","GB49646",36,9,79,83,45,45,34,56,181,66,115,261,-0.486594484869534,3.2469970925365,0.22232967470276,0.394875723729865
"4784","GB40243",29,36,50,73,66,57,57,75,119,57,80,83,0.313286937135833,3.04169274231483,0.222557480811548,0.395197700563147
"4785","GB48134",479,44,356,299,1156,451,753,219,1137,690,832,504,0.533983925986172,6.11714389358081,0.222929628424114,0.395775798006865
"4786","GB41669",124,73,221,384,273,251,417,497,341,295,371,239,0.323335807777409,5.12856180785959,0.22317516619697,0.396128925374689
"4787","GB42383",41,34,88,69,65,115,89,95,200,154,210,120,-0.309994742540648,3.63527233554954,0.223376286395507,0.39640308187379
"4788","GB55513",68,172,101,124,104,102,126,151,258,191,228,235,0.416002516523894,4.35898074797677,0.223463891562856,0.396475722394834
"4789","GB56003",205,135,260,379,251,334,346,396,462,349,451,429,0.250419083341682,5.3582521699416,0.223543613498115,0.396534348854977
"4790","GB43581",299,146,905,1570,1061,1565,4239,4519,1583,2171,5210,2443,-0.486932146583493,7.83859782912404,0.22387201797081,0.397033985941969
"4791","GB47636",131,69,201,259,185,308,302,375,365,412,587,370,-0.254752076441222,5.09543171366617,0.224092983177873,0.397342912146948
"4792","GB41900",174,134,228,285,321,272,384,534,1063,435,705,549,-0.28986550969448,5.58171256181271,0.224289299047641,0.397608012397686
"4793","GB42650",77,44,116,119,114,128,143,153,205,133,163,144,0.263336214342609,3.98390220602878,0.224628445666972,0.398019847236415
"4794","GB43310",35,16,796,540,245,383,2241,2480,2004,1219,2131,851,-0.639059182629739,6.79266319203801,0.224662173925675,0.398019847236415
"4795","GB50537",48,37,281,277,135,354,484,594,422,242,529,487,-0.406103265439226,5.17073022660016,0.224608493210327,0.398019847236415
"4796","GB43509",452,1112,2683,57,117,35,67,251,1796,2590,159,9,1.19888438861931,6.85733191619599,0.225263292031895,0.398998521444783
"4797","GB53794",91,50,162,251,170,246,200,252,367,335,425,315,-0.259905818670788,4.77035272547823,0.225308523528031,0.398998521444783
