"","ID","NP.1","NP.3","NS.1","NS.2","NS.3","NS.6","NP.2","NP.4","NP.5","NP.6","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"3195","GB46030",4,4,38,25,21,23,154,64,48,106,77,55,0.692547360753031,2.58106564407491,0.105734158677483,1
"3196","GB46031",433,65,544,691,608,1540,705,1059,1919,2073,4855,1372,-0.525110383087043,7.07301862759606,0.207984196723034,1
"3197","GB46032",736,433,702,816,888,1377,1248,1358,1263,1744,2553,1087,0.117827112369985,7.14434372117098,0.686321315675646,1
"3198","GB46034",13,5,30,39,19,48,23,45,106,85,91,59,-0.0666089309326115,2.40098988934444,0.789981511568751,1
"3199","GB46035",3245,1444,4721,5257,5362,5640,7368,6157,6363,6631,8187,5396,-0.0408152587147486,9.37450039427375,0.889225420293197,1
"3200","GB46036",125,62,195,168,166,274,238,264,278,326,409,215,-0.0160858923321939,4.75757718370519,0.943589930003581,1
"3201","GB46038",16,14,22,20,49,49,6,76,37,85,68,18,0.105493862055195,2.25455304291396,0.831528612298854,1
"3202","GB46039",2047,1040,2934,4027,5477,4550,5329,4501,5156,3954,6954,3942,-0.252537295528594,8.9643557646957,0.4116485753445,1
"3203","GB46041",46,31,104,111,63,102,109,103,124,98,106,105,-0.119670258539264,3.51698246624702,0.628370488925986,1
"3204","GB46042",79,35,166,158,162,206,156,189,349,382,379,232,-0.132090034928986,4.55623947832013,0.575796542752772,1
"3205","GB46043",28,28,48,77,41,66,87,66,89,94,106,55,0.144494400924941,3.01465377146724,0.577886417194025,1
"3206","GB46046",31,13,51,58,97,103,71,86,164,154,176,178,-0.339825468032542,3.47334705623035,0.230477652523719,1
"3207","GB46047",159,42,97,157,128,204,179,196,109,117,304,83,0.0364005238767684,4.23646939844081,0.90052655683007,1
"3208","GB46048",21,23,38,51,36,40,53,62,114,87,86,67,0.273660814358051,2.76085567186429,0.282779940554955,1
"3209","GB46050",8,5,20,20,20,25,23,18,49,40,47,33,-0.155852778069785,1.65226984366385,0.569445566843011,1
"3210","GB46051",50,52,63,117,46,79,68,76,75,104,69,48,0.25579788050547,3.25003997223638,0.365614120019216,1
"3211","GB46052",255,162,567,625,388,554,498,605,824,797,760,741,-0.150748524933756,6.06561626068611,0.514827570973,1
"3212","GB46054",65,27,221,122,45,153,145,202,319,707,616,1203,-0.601688505494382,5.0392360924998,0.155489638783793,1
"3213","GB46055",13,11,20,30,33,30,13,24,52,62,29,62,-0.170951354539823,1.9814482126124,0.625899648763132,1
"3214","GB46057",20,22,62,37,32,98,41,194,36,11,138,134,-0.399688011650373,3.04118475644954,0.423486753973193,1
"3215","GB46059",78,39,109,117,126,139,130,175,202,191,184,156,0.0510471361251743,4.05229094558263,0.831882579709284,1
"3216","GB46061",168,251,205,316,267,283,359,365,331,300,334,247,0.431171838279582,5.26632207342235,0.123141759160825,1
"3217","GB46065",100,63,135,225,149,134,124,172,274,164,181,147,-0.0138578789450977,4.28257761049581,0.971044524566718,1
"3218","GB46066",635,338,770,881,888,1121,1186,1209,1185,1058,1378,1162,0.0242709384011661,6.91764627919364,0.926564136914054,1
"3219","GB46067",64,34,127,144,84,144,114,117,212,200,249,127,-0.161440775338511,3.98967523670532,0.493557779808545,1
"3220","GB46068",82,55,159,235,169,185,175,214,325,364,348,220,-0.0729849632439066,4.61794615992493,0.732956845121748,1
"3221","GB46069",182,86,380,633,290,554,438,522,876,761,1040,617,-0.275847036384977,5.88797024695233,0.280685503840869,1
"3222","GB46070",214,117,280,368,368,419,441,515,636,618,779,650,-0.052782154501605,5.70678290514504,0.803557808177315,1
"3223","GB46071",87,45,227,210,127,433,195,308,625,809,947,499,-0.223517915055859,5.30257494231443,0.486488729906499,1
"3224","GB46072",25,18,51,38,55,62,46,50,109,101,79,66,0.0194033892102631,2.82199592892348,0.972920974832928,1
"3225","GB46073",19,12,38,46,46,35,27,56,165,54,95,140,-0.266061134982583,2.78446878449294,0.407089437151261,1
"3226","GB46074",161,88,223,299,205,218,232,292,264,213,300,273,-0.0970395501000724,4.86238348948115,0.67290942845091,1
"3227","GB46076",20,2,20,41,14,25,22,36,47,46,44,56,-0.125657746793118,1.91756081657336,0.676872833597367,1
"3228","GB46077",22,15,72,89,46,35,34,45,141,24,37,72,-0.405466801810526,2.70813881155115,0.279843242004206,1
"3229","GB46086",3,8,8,17,22,27,23,38,63,50,58,39,0.166269307211894,1.79637390288263,0.682153234031967,1
"3230","GB46087",9,14,53,78,51,78,24,99,190,69,72,89,-0.224797380002204,2.97402292679687,0.52603854843442,1
"3231","GB46091",33,114,42,66,95,73,116,121,198,132,115,164,0.709019177657834,3.79079366199689,0.0638808897058221,1
"3232","GB46095",63,34,95,90,29,163,95,127,78,159,107,151,-0.010332303356751,3.62565174149927,0.987414239229707,1
"3233","GB46102",42,77,167,219,89,168,75,231,691,218,279,378,-0.00412916687217671,4.60218240289882,0.990191287506943,1
"3234","GB46103",4,3,25,20,6,52,66,72,59,39,96,60,-0.0179158928758335,2.24137823182665,0.930660838636317,1
"3235","GB46112",42,38,63,121,71,110,94,123,94,103,92,94,-0.0229407160346407,3.45950834011578,0.954422551287458,1
"3236","GB46113",105,346,97,147,163,121,206,252,404,234,242,380,0.992771140725565,4.9873478951103,0.0228867582525589,1
"3237","GB46114",35,21,166,65,129,144,181,97,498,349,353,550,-0.326230048083617,4.50959060807164,0.362813995059752,1
"3238","GB46115",98,49,161,271,169,188,224,248,235,235,290,197,-0.14628882724642,4.56986959923211,0.513936386428072,1
"3239","GB46118",715,438,830,942,887,1244,1274,1463,2034,2144,2344,2448,0.0676727705310625,7.33383124335521,0.803620603980664,1
"3240","GB46119",332,115,348,436,269,600,331,433,716,616,925,434,-0.0800737625103484,5.76942507596736,0.75313683533442,1
"3241","GB46120",570,304,914,1285,630,1315,982,1295,1591,1511,1934,1349,-0.135139587557293,7.05700102048912,0.615297883415812,1
"3242","GB46121",242,130,476,660,419,529,439,476,536,494,474,348,-0.271181616874043,5.76144651803472,0.247846375106743,1
"3243","GB46122",33,24,62,58,65,71,59,88,96,75,89,76,-0.0742221395718216,3.04588264604383,0.767621471933638,1
"3244","GB46123",131,165,164,379,133,173,133,232,361,199,250,165,0.234279050715876,4.76718682534962,0.401333676908101,1
"3245","GB46129",48,18,44,79,58,96,63,130,231,163,330,331,-0.373721040184614,3.82129403374573,0.216149474942105,1
"3246","GB46130",13,0,28,25,20,73,64,66,134,121,221,188,-0.430559018981289,3.03761371966225,0.296740718760675,1
"3247","GB46131",263,201,271,347,380,392,638,568,622,514,566,647,0.30749917926896,5.79143306071607,0.203537697765481,1
"3248","GB46132",174,563,188,387,246,220,254,304,386,252,284,234,0.955922313373523,5.50565451548192,0.0199261248700869,1
"3249","GB46140",55,26,174,118,170,211,251,252,523,432,563,545,-0.223890885068804,4.87324317407762,0.406509887220659,1
"3250","GB46141",174,81,324,491,238,275,338,349,362,313,397,327,-0.248908008220906,5.22888532705627,0.290997075741397,1
"3251","GB46143",145,90,249,254,206,223,228,277,367,327,303,267,0.0308132890912786,4.9139701695928,0.882748392504148,1
"3252","GB46144",36,18,36,28,53,64,78,68,154,115,173,131,0.100149093644796,3.1719896806367,0.727148925867155,1
"3253","GB46145",762,2268,1229,2024,2429,1537,853,4346,7759,1468,1991,4799,0.507532464296692,8.34126421690662,0.283861244301615,1
"3254","GB46146",55,64,135,320,149,207,87,214,426,312,414,348,-0.405363445211986,4.67876797034509,0.169511073374728,1
"3255","GB46147",35,42,119,114,119,103,115,114,193,150,179,154,-0.228671209713561,3.84684634763159,0.344515715816722,1
"3256","GB46151",13,11,21,12,27,13,24,35,65,27,40,68,0.0696346641443014,1.87007373164444,0.852743256697149,1
"3257","GB46156",108,39,99,91,83,137,196,161,240,268,376,203,0.24494091223193,4.26464488941935,0.326123030185425,1
"3258","GB46164",23,7,22,15,28,29,27,31,110,77,160,90,-0.157981229657686,2.50120610282518,0.661421845919684,1
"3259","GB46165",74,148,106,73,105,73,150,132,272,226,390,240,0.481161465673977,4.37421150521115,0.184871140580544,1
"3260","GB46166",51,35,67,92,66,50,117,109,129,107,122,89,0.321723966456757,3.41711982478981,0.205387754206508,1
"3261","GB46169",272,128,401,464,330,466,514,547,742,715,876,640,-0.00711609612341866,5.88873582244399,0.972670132262689,1
"3262","GB46170",29,15,39,62,33,107,28,122,107,69,137,131,-0.347543611484395,3.07583140883493,0.290057472698941,1
"3263","GB46173",47,44,86,94,89,91,89,121,167,158,198,157,-0.0440454900466599,3.74001046312029,0.867400838898364,1
"3264","GB46174",8,12,9,12,31,26,27,23,37,46,36,25,0.249122926919038,1.64450792869889,0.49872164587072,1
"3265","GB46175",57,14,159,194,48,133,155,230,133,112,367,215,-0.556625557594553,4.1043870016651,0.116371939450154,1
"3266","GB46177",458,146,639,938,370,943,675,999,627,996,1524,705,-0.23125632884183,6.4665349590417,0.446507988514544,1
"3267","GB46178",67,48,102,180,103,132,137,173,232,172,203,156,0.0157754314681626,4.09222141227797,0.945077618166164,1
"3268","GB46180",28,13,51,70,52,65,56,66,87,82,108,60,-0.220083141256613,2.88994470176798,0.353588926498943,1
"3269","GB46182",19,26,43,55,41,60,22,45,64,69,74,60,-0.284721373036552,2.60915693644112,0.355019013807242,1
"3270","GB46183",89,44,131,129,114,115,122,219,186,127,165,163,0.0616543841363388,4.04978419063096,0.79590108913443,1
"3271","GB46184",134,92,199,436,375,372,381,355,532,418,490,476,-0.244700989719218,5.38432183638654,0.287466807826331,1
"3272","GB46188",132,104,110,133,126,108,184,220,301,136,228,230,0.491872587881498,4.41540096616845,0.074990276214285,1
"3273","GB46189",157,106,193,281,258,255,321,272,387,431,404,331,0.101016254835797,5.10447917302065,0.626704356684844,1
"3274","GB46190",147,121,302,403,276,320,457,488,303,314,348,240,0.0551249990733494,5.28330479055643,0.836559543678221,1
"3275","GB46191",41,28,78,74,55,90,109,129,77,94,113,86,0.0837995449181836,3.33641480215643,0.755728756639425,1
"3276","GB46194",95,95,191,235,178,136,200,195,223,172,189,160,0.00857126776610643,4.484224644933,0.956338603036496,1
"3277","GB46196",62,22,71,105,93,171,157,192,462,400,540,398,-0.0256884895835795,4.52733725675129,0.905718325983154,1
"3278","GB46201",117,50,232,288,172,411,213,300,396,369,539,426,-0.453048555228811,5.0621227538362,0.0680848018686777,1
"3279","GB46202",54,40,88,140,76,92,95,136,138,143,185,140,-0.0939605703972308,3.74355199000917,0.700710815244998,1
"3280","GB46203",18,10,41,41,75,78,34,26,86,23,29,23,-0.638718106521145,2.39116494127575,0.0795292617773155,1
"3281","GB46204",49,20,94,108,79,99,76,109,240,151,200,165,-0.192109931874662,3.72299668830099,0.424233358354185,1
"3282","GB46206",31,8,27,42,45,29,54,54,55,52,53,43,0.18551254547786,2.37345079534166,0.560688203023987,1
"3283","GB46209",15,10,41,58,36,108,71,103,196,176,274,122,-0.133898771710499,3.4080872592183,0.650552752336046,1
"3284","GB46210",60,46,91,107,116,94,123,140,117,98,107,97,0.0692240115862262,3.68490510617504,0.776596984536325,1
"3285","GB46211",253,405,370,316,529,346,700,739,541,524,657,544,0.508771271482654,6.02530478853412,0.115420253932387,1
"3286","GB46212",29,23,78,63,59,138,94,117,258,238,314,240,-0.179316492312087,3.8864907602766,0.508462121840659,1
"3287","GB46213",73,46,93,131,111,105,128,166,147,107,108,130,0.105223831398129,3.83303738268276,0.659044179466511,1
"3288","GB46214",3760,4383,2986,12251,3407,3542,2611,4863,6707,3040,4551,3037,0.196638248106157,9.32190464223236,0.604091179204262,1
"3289","GB46215",101,67,155,202,164,164,173,213,230,157,217,161,-0.0425354923294129,4.39091600269866,0.863237444017249,1
"3290","GB46216",27,18,65,68,50,59,54,73,143,105,119,74,-0.027913587919614,3.06682010505772,0.879776576475414,1
"3291","GB46217",320,139,500,617,444,932,768,764,1148,1146,1410,859,-0.0904825069125494,6.41187975810894,0.72838961209353,1
"3292","GB46218",319,141,454,503,501,560,754,591,908,960,965,983,-0.0198614168745963,6.20662914747469,0.932025816460947,1
"3293","GB46220",22,13,54,72,39,40,53,70,103,65,75,52,-0.0180358533771946,2.72868232273032,0.913267463650517,1
"3294","GB46222",43,25,147,85,37,326,34,317,116,104,282,358,-0.85079839348761,4.1481658240813,0.0778142451165238,1
"3295","GB46223",2189,1177,3585,2710,144,1824,246,3442,965,4492,611,1986,0.4020704624721,8.06073333202889,0.512295943113571,1
"3296","GB46224",342,207,1000,137,287,439,652,242,206,793,184,161,0.219029807022821,5.76636023192715,0.653934217992589,1
"3297","GB46225",918,651,1462,1041,1216,555,1337,1075,1051,779,421,880,0.272406427209837,7.06682878113363,0.469107692416072,1
"3298","GB46226",1197,808,956,2477,1111,1402,4130,2608,2047,1247,1894,2317,0.479677675970143,7.85759244880789,0.196724524445358,1
"3299","GB46227",3857,2751,5255,9705,3592,3726,7879,5772,7287,4043,5296,8881,0.0409108338097444,9.49755135547679,0.905912865644479,1
"3300","GB46228",1027,580,956,799,1750,604,1286,1109,619,749,489,1464,0.133797517533598,7.0662976511453,0.736399146153351,1
"3301","GB46229",549,441,1039,860,2084,489,723,1450,1317,930,454,1651,-0.232549733215985,7.01738480274171,0.556158445331993,1
"3302","GB46230",7055,2840,4664,8402,4376,6015,13458,10257,7606,5105,7325,8013,0.519504002589401,9.83212603380557,0.157997215665283,1
"3303","GB46231",226,102,388,433,277,507,628,595,750,855,957,753,0.013447136441641,5.9300141122869,0.963581951113999,1
"3304","GB46235",11,12,21,23,14,18,46,23,97,66,80,56,0.38656382983771,2.16666819953045,0.217946445545263,1
"3305","GB46236",88,28,1635,653,3821,180,1998,1552,1661,943,450,632,-0.681784242991832,7.13790776340731,0.333063823079285,1
"3306","GB46240",81,67,136,204,131,189,147,177,390,301,309,283,-0.025241690850586,4.54700263371118,0.913958702101138,1
"3307","GB46242",41,20,68,73,81,101,73,109,252,165,250,183,-0.151856939252812,3.70381946042519,0.538235138336784,1
"3308","GB46243",131,135,144,284,175,267,308,321,531,423,426,543,0.194074505465058,5.17664284116615,0.405954788262727,1
"3309","GB46245",108,75,134,177,140,164,206,202,260,208,264,229,0.1169917846006,4.4718813813199,0.561591594962934,1
"3310","GB46247",435,294,823,1141,673,869,824,1031,882,795,992,685,-0.156099941581286,6.61989265011985,0.553492602860243,1
"3311","GB46248",28,20,51,53,65,78,66,69,135,109,126,144,-0.195585453529122,3.19786561549037,0.428316141663516,1
"3312","GB46249",117,50,164,172,85,182,101,180,119,175,178,234,-0.224486602846209,4.21062769445554,0.410051079713354,1
"3313","GB46250",19,18,35,48,30,69,60,75,57,63,83,63,-0.0230281399960144,2.6618001128405,0.954433827302517,1
"3314","GB46251",17,7,21,23,33,73,40,73,97,113,188,129,-0.308765425758906,2.87530160009235,0.342710599882041,1
"3315","GB46252",13,10,29,32,31,43,40,76,125,94,128,74,0.138468673266631,2.68335764080814,0.664477707885212,1
"3316","GB46253",156,61,334,206,367,423,373,499,1011,739,893,1314,-0.317438295279632,5.8314678454446,0.282228242466199,1
"3317","GB46254",388,477,475,1078,539,329,382,465,628,421,472,268,0.182135283451242,6.12854132493828,0.556986311824917,1
"3318","GB46255",206,142,329,464,343,363,514,560,803,604,779,592,0.0756116438826294,5.7861257937711,0.722983889945524,1
"3319","GB46262",21,11,37,47,42,96,53,60,200,258,305,203,-0.219638058275618,3.52486911238966,0.522565534504275,1
"3320","GB46263",534,291,942,1288,758,1337,979,1191,1868,1659,1859,1397,-0.158414486765193,7.08983273587173,0.553274155354935,1
"3321","GB46266",58,69,145,107,94,186,131,192,316,338,399,332,-0.0507159190486559,4.48275660532255,0.853083069706522,1
"3322","GB46267",43,27,52,59,70,75,49,111,132,109,126,162,-0.0701928678527075,3.33030130735656,0.807716324960351,1
"3323","GB46268",244,61,510,519,480,1140,621,844,1280,1198,1880,999,-0.394846215561048,6.45196791576537,0.245575477164916,1
"3324","GB46269",50,27,95,110,97,164,115,142,161,153,198,107,-0.193199668903717,3.81345964918027,0.402670671646972,1
"3325","GB46270",18,8,18,22,24,46,17,39,88,57,113,61,-0.196528151974172,2.27906988540273,0.554842740998714,1
"3326","GB46271",139,158,124,154,237,255,308,312,397,368,408,314,0.422141773515497,5.03356721919485,0.104852812222344,1
"3327","GB46272",140,79,307,351,276,300,262,260,358,302,333,267,-0.329849563263251,5.05841419870878,0.120489654827641,1
"3328","GB46273",70,25,73,84,75,99,75,107,154,109,113,104,0.0820596067223831,3.48206984892879,0.735662490132429,1
"3329","GB46274",416,350,440,520,577,637,1025,1115,1573,1046,1162,1338,0.4078673111544,6.64275847010564,0.130223195463939,1
"3330","GB46275",14,12,40,43,23,40,40,44,66,34,49,45,-0.131476574635078,2.22591329519296,0.629555578074789,1
"3331","GB46276",48,0,96,97,2,13,4,82,216,158,93,13,0.469023385681074,2.95085202563521,0.55401272890792,1
"3332","GB46277",72,50,129,142,127,170,124,231,438,365,395,445,-0.0757512723656828,4.62141969118821,0.749661595368962,1
"3333","GB46282",50,81,91,78,90,155,138,177,389,314,316,374,0.218869444208618,4.40546526074089,0.441830379318369,1
"3334","GB46283",27,13,32,34,28,47,47,51,93,61,80,102,-0.00637501782771972,2.6054070806128,1,1
"3335","GB46284",54,48,65,66,70,73,121,95,160,104,120,129,0.350278339244676,3.5222994430718,0.164982052401431,1
"3336","GB46286",1447,560,12040,8961,2899,16867,19022,41411,16181,8262,24695,24523,-0.0944627071274167,10.6124658969677,0.854091132588481,1
"3337","GB46287",65,24,157,117,175,124,215,146,339,381,264,127,0.181363955759982,4.34485615111968,0.578019066756814,1
"3338","GB46289",329,11,181,78,11,423,14,57,27,139,392,57,-0.29538828418555,4.27503848429937,0.677323058625787,1
"3339","GB46290",16,39,61,150,47,82,29,86,145,65,97,100,-0.407154482123749,3.22401888427264,0.255991948898616,1
"3340","GB46291",124,78,345,424,182,640,419,607,509,678,1005,540,-0.31258605072087,5.6857383865225,0.278959509004956,1
"3341","GB46294",42,6,18,39,39,68,14,41,93,63,79,75,-0.175957746720987,2.52834317421149,0.654142033338039,1
"3342","GB46296",16,3,22,12,27,43,25,37,87,69,118,74,-0.24681538421285,2.30735742610955,0.465714709907669,1
"3343","GB46297",902,508,2330,3428,2349,2679,2276,2718,5078,2562,2800,2772,-0.307122837198313,8.20282229689062,0.315953839834156,1
"3344","GB46300",430,187,481,716,544,490,666,708,637,607,938,526,-0.00227673521495585,6.16208123311822,0.996764693934774,1
"3345","GB46302",65,73,504,311,484,308,15,200,1375,80,303,900,-0.937521354594368,5.42880664410855,0.126038858147625,1
"3346","GB46304",24,18,7,28,22,28,15,57,91,28,68,49,0.43751550344182,2.14266896558968,0.233722858049597,1
"3347","GB46305",141,58,110,158,173,233,167,251,402,247,337,259,0.11803940698379,4.63839501548352,0.608578453938519,1
"3348","GB46306",93,65,203,193,228,276,249,217,227,250,281,114,-0.171543166862451,4.6354677718417,0.504290313131437,1
"3349","GB46307",28,16,45,58,64,98,74,104,198,189,271,138,-0.0786711955105524,3.53294575069245,0.743252233858733,1
"3350","GB46308",258,161,216,649,327,303,316,497,540,370,529,374,0.0333258378031728,5.55384664729206,0.887251563314883,1
"3351","GB46309",504,322,569,782,386,659,606,747,1533,575,910,541,0.316251118935237,6.38810435018445,0.263806754744404,1
"3352","GB46310",337,48,93,225,393,228,111,154,346,197,378,147,-0.026269935089439,4.84801619023744,0.948752128490052,1
"3353","GB46312",500,420,901,1179,601,977,946,762,1596,1372,1335,1325,-0.0233190727435192,6.90991960778084,0.934663735792575,1
"3354","GB46313",91,46,135,160,118,120,134,132,86,96,110,115,-0.172705024451224,3.89347240695598,0.528201452683875,1
"3355","GB46314",195,273,300,444,381,316,448,449,458,358,395,314,0.274084716576526,5.58120535213266,0.304724021703347,1
"3356","GB46318",375,289,422,839,606,563,550,869,900,703,619,922,0.0527639672352171,6.31014691998353,0.83692986182101,1
"3357","GB46320",12,19,25,23,21,35,47,27,123,58,32,28,0.782669722693991,2.1963154133347,0.0371619725064953,1
"3358","GB46321",329,456,331,403,441,418,442,531,799,612,772,714,0.435660573603114,6.09055203883431,0.145940570747893,1
"3359","GB46322",218,122,467,495,282,588,367,452,604,615,664,509,-0.261483164537446,5.74155909385344,0.258930826287111,1
"3360","GB46325",112,89,129,159,247,229,315,330,407,363,482,504,0.0455641116636369,5.01874291455775,0.842988954803752,1
"3361","GB46330",175,353,196,236,315,245,409,343,714,610,690,805,0.456876838489697,5.72398625256782,0.184002949354011,1
"3362","GB46332",205,157,260,281,414,424,527,637,840,798,984,851,0.113135012592056,5.912596258027,0.629934415318947,1
"3363","GB46333",144,46,278,359,199,285,483,483,417,389,569,302,0.0195413536811227,5.24836760376341,0.957629345451476,1
"3364","GB46334",67,51,129,196,91,121,136,145,241,146,210,165,-0.104373514135957,4.09661843617935,0.660749471220232,1
"3365","GB46337",89,62,146,217,107,128,148,177,135,108,168,138,-0.123454574771039,4.12685561668892,0.64995827185151,1
"3366","GB46339",235,127,417,599,342,592,353,413,576,560,609,318,-0.268026909400661,5.70789045511832,0.251764032253122,1
"3367","GB46344",95,55,206,189,199,226,208,270,471,343,362,293,-0.0362613430499783,4.80692763750358,0.847149296931499,1
"3368","GB46345",138,82,255,308,252,326,294,311,538,500,413,297,0.0188339414543165,5.18744891816967,0.948251743589345,1
"3369","GB46360",493,326,216,329,294,405,700,543,470,706,675,487,0.83940790841451,5.95690779459551,0.0134672564880415,1
"3370","GB46362",212,586,189,210,324,271,504,531,607,782,470,798,1.00152840935215,5.96304080870594,0.0206798588884355,1
"3371","GB46363",266,239,305,372,373,505,390,546,697,453,776,730,0.0264159492467351,5.84860271377386,0.901199677582975,1
"3372","GB46364",26,30,32,33,33,31,39,55,56,38,31,58,0.398978914089021,2.37350829139723,0.195420228494847,1
"3373","GB46365",308,314,5006,5568,3827,1512,37,1474,9518,155,1560,6701,-1.47766509550186,8.40866304417052,0.0651048995919159,1
"3374","GB46366",7567,1672,1993,4310,923,5186,3837,5540,3683,4279,7874,9070,0.416012900288836,9.22497902338654,0.360943795613602,1
"3375","GB46367",818,313,793,934,634,943,1374,1273,1143,1786,1281,2019,0.21455704474575,7.06082457776926,0.475856290252219,1
"3376","GB46368",841,504,645,1030,690,981,2035,2036,1506,2438,2343,2100,0.509236201612132,7.39162919568716,0.0932866606914973,1
"3377","GB46369",3884,3946,3461,17494,4367,3172,2311,5402,9513,2790,4587,2953,-0.075326599343712,9.48137544214049,0.856754757059021,1
"3378","GB46371",88,150,97,109,258,112,234,197,297,180,211,201,0.475865966147624,4.55063560797359,0.154021054437942,1
"3379","GB46373",175,121,262,468,280,252,277,389,505,411,480,344,-0.0380944689254323,5.32267396100962,0.867431675177446,1
"3380","GB46375",283,143,482,560,405,696,477,627,622,584,814,587,-0.256040017162257,5.97692621319391,0.264944698488183,1
"3381","GB46376",213,88,234,324,268,506,405,513,742,614,1020,703,-0.115942137209507,5.70375670183587,0.622897724171023,1
"3382","GB46378",489,355,699,983,766,778,777,1017,1297,937,1117,1009,0.0115854718774462,6.71032701739464,0.961579683906106,1
"3383","GB46387",35,23,52,90,48,46,65,83,73,63,86,82,-0.0811875539382125,2.96256069662384,0.785615386482123,1
"3384","GB46388",40,32,64,71,56,71,122,96,108,79,69,70,0.355418589011283,3.21688738279033,0.206978469561814,1
"3385","GB46395",460,500,537,1391,596,613,649,806,899,548,824,635,0.0643587399093734,6.54344027185167,0.821555751524513,1
"3386","GB46403",117,76,159,183,188,146,132,133,244,165,196,140,-0.0595571913495821,4.34015975882979,0.82393605723728,1
"3387","GB46404",26,14,50,46,37,55,44,64,155,140,138,99,0.09757081414237,3.02515268697328,0.764974123576371,1
"3388","GB46408",57,27,126,135,101,130,137,158,163,163,191,169,-0.214431762181132,3.95021130610441,0.337947361489998,1
"3389","GB46409",8,4,19,38,16,44,36,74,27,31,71,86,-0.4807322181536,2.15232792608243,0.198257947389147,1
"3390","GB46410",13,1,20,15,17,39,27,47,64,75,97,50,-0.00687878830358638,2.12499121672613,0.913493653577848,1
"3391","GB46411",41,14,37,50,59,51,80,77,123,123,148,98,0.17198778867109,3.12297398885431,0.524235593393505,1
"3392","GB46420",475,199,675,862,580,816,824,899,779,689,782,697,-0.0745985420610503,6.42372914562152,0.776432861882745,1
"3393","GB46422",313,101,540,565,486,733,592,678,858,1687,1592,1240,-0.223514186172275,6.43285727593658,0.460447388023329,1
"3394","GB46423",115,75,148,235,141,198,217,313,376,347,394,332,0.12681404080309,4.80965471219649,0.537879255531452,1
"3395","GB46425",1166,1670,1431,2488,1839,1701,1134,2527,3050,1919,2187,2135,0.283798339260629,8.00670894220933,0.383127590724063,1
"3396","GB46426",68,81,133,293,139,267,252,356,277,273,558,232,-0.139901409623654,4.81657604332781,0.599625069471549,1
"3397","GB46427",56,88,857,341,662,386,5,269,1936,66,498,2110,-1.31126490767452,6.04444015871985,0.0860155503505696,1
"3398","GB46429",349,156,228,400,583,792,602,929,1376,1130,2104,1644,-0.177107988683564,6.52864758932533,0.565529771485141,1
"3399","GB46430",123,57,167,234,141,235,255,281,236,226,347,303,-0.111356845503886,4.70150698357275,0.623168100639358,1
"3400","GB46431",487,201,730,855,879,1221,1082,1269,1415,1423,2025,1338,-0.183095886106145,6.94550742063454,0.50194589286944,1
"3401","GB46436",18,14,22,33,37,31,63,62,85,71,109,76,0.175302601232388,2.59259041689458,0.493359473614309,1
"3402","GB46437",63,20,86,132,111,152,97,179,235,175,265,188,-0.237378632189057,4.0126250175535,0.325270153858755,1
"3403","GB46438",11,7,16,24,18,30,32,33,37,40,103,42,-0.322726115162054,1.94860262300653,0.319248624695763,1
"3404","GB46439",43,23,30,53,41,41,40,60,46,52,38,28,0.396566686553813,2.4884496474427,0.182664984589078,1
"3405","GB46441",24,32,42,57,48,49,55,59,51,57,65,55,0.0292958183661202,2.7009786200692,0.868666262774132,1
"3406","GB46443",12,3,36,42,17,49,42,57,87,62,106,73,-0.273287378790919,2.46106400328606,0.343607923732226,1
"3407","GB46444",180,17,170,238,67,338,157,302,146,195,525,322,-0.478375257898227,4.68936099634979,0.222850184828774,1
"3408","GB46447",86,47,156,172,140,179,186,222,238,210,225,222,-0.0701797528201069,4.38520048997804,0.732205717399366,1
"3409","GB46448",159,157,216,657,201,554,233,402,458,311,690,371,-0.40924995649802,5.47137913136759,0.145504741700326,1
"3410","GB46449",66,81,173,131,145,193,160,183,112,192,201,104,-0.0707773590728393,4.23517984826702,0.818987186810549,1
"3411","GB46450",237,122,327,409,347,398,379,527,789,554,623,700,-0.0206997523327642,5.72009304722583,0.922309352719863,1
"3412","GB46452",86,62,172,177,160,152,195,209,301,255,266,387,-0.139767923648809,4.57764163237354,0.53900026718797,1
"3413","GB46453",266,322,205,514,235,166,194,224,181,85,123,104,0.523645319557796,5.12248399695549,0.16060916862952,1
"3414","GB46457",126,94,229,209,219,233,233,256,409,278,341,303,-0.0254321514452482,4.89327537452438,0.912565467333204,1
"3415","GB46459",42,41,93,120,87,130,119,167,271,191,269,218,-0.0609537957028664,4.04565957881952,0.777946168485491,1
"3416","GB46460",73,27,93,98,93,96,102,130,118,132,137,115,0.00383388445022608,3.65098340490868,1,1
"3417","GB46464",47,24,83,80,92,100,125,138,270,209,197,163,0.192255547828986,3.84718484227002,0.432981720995029,1
"3418","GB46465",81,36,84,105,106,134,142,144,200,166,213,169,0.0628239301235801,3.97643855544602,0.775265807882644,1
"3419","GB46466",43,18,73,97,79,107,95,98,197,123,203,126,-0.206956124054265,3.58982300435312,0.372362781073672,1
"3420","GB46467",19,4,49,48,44,84,50,60,142,114,128,106,-0.29740109643443,2.97725124047694,0.335319401214741,1
"3421","GB46469",14,11,29,39,17,92,12,22,28,34,38,38,-0.910947255910894,2.02106256165622,0.0185346343090286,1
