"","ID","NC.1","NC.2","NC.3","NP.2","NP.4","NP.6","NC.4","NC.5","NC.6","NP.1","NP.3","NP.5","logFC","logCPM","PValue","FDR"
"3212","GB46141",301,207,374,224,175,287,174,81,324,491,238,275,0.0929801506542655,5.22792032716999,0.698459038399382,1
"3213","GB46143",263,182,331,202,140,167,145,90,249,254,206,223,-0.193460663010202,4.8960954835709,0.367173271148444,1
"3214","GB46144",63,47,174,71,25,74,36,18,36,28,53,64,-0.202177528869664,3.0029689687772,0.527518699034934,1
"3215","GB46145",7016,5940,1441,2173,1992,941,762,2268,1229,2024,2429,1537,-0.905911786472067,8.59629344070302,0.0785492197119196,1
"3216","GB46146",232,167,372,234,52,216,55,64,135,320,149,207,0.135252708308633,4.63120663042753,0.634043368472297,1
"3217","GB46147",129,84,177,105,47,92,35,42,119,114,119,103,-0.0848966067517718,3.79371429824648,0.744564421577753,1
"3218","GB46151",32,22,42,38,12,8,13,11,21,12,27,13,-0.430797251489069,1.7093459885482,0.260862813329151,1
"3219","GB46156",123,129,302,132,89,151,108,39,99,91,83,137,-0.243494613933275,4.14245707697743,0.350888165473295,1
"3220","GB46164",21,9,65,40,8,35,23,7,22,15,28,29,0.0360871379107837,1.90307934233558,0.932845747468952,1
"3221","GB46165",104,67,178,142,37,124,74,148,106,73,105,73,-0.67029084847201,4.04452459973718,0.0751210493885174,1
"3222","GB46166",85,62,74,84,33,52,51,35,67,92,66,50,-0.203097329053869,3.24495220071087,0.433787268687916,1
"3223","GB46169",497,385,723,573,247,392,272,128,401,464,330,466,-0.0401443102036879,5.83755451129831,0.865898863371763,1
"3224","GB46170",86,55,96,95,38,115,29,15,39,62,33,107,0.432883005642962,3.18560117025007,0.14709395760088,1
"3225","GB46173",95,77,181,102,44,93,47,44,86,94,89,91,-0.137693514167373,3.64894445743563,0.564327452796398,1
"3226","GB46174",38,19,33,28,11,8,8,12,9,12,31,26,-0.119376116379355,1.6192839263267,0.762286340076627,1
"3227","GB46175",173,46,203,214,61,309,57,14,159,194,48,133,0.548356823263866,4.18777664660634,0.165480296847408,1
"3228","GB46177",916,290,966,689,390,1194,458,146,639,938,370,943,0.328505515785423,6.51809324029229,0.322421228357754,1
"3229","GB46178",172,88,183,115,56,121,67,48,102,180,103,132,-0.0224248394662602,4.02325160984072,0.920862105131954,1
"3230","GB46180",93,52,78,90,47,82,28,13,51,70,52,65,0.318668725333987,3.1207636238933,0.219063689546982,1
"3231","GB46182",56,37,68,51,25,45,19,26,43,55,41,60,0.0106666444585573,2.71209915332605,1,1
"3232","GB46183",146,77,210,124,54,113,89,44,131,129,114,115,-0.208406275181041,4.01306145352784,0.372020573487309,1
"3233","GB46184",248,142,594,341,177,239,134,92,199,436,375,372,0.449000941747072,5.26505439761042,0.0874411155563871,1
"3234","GB46188",212,146,143,211,88,80,132,104,110,133,126,108,-0.453819613518634,4.36754466430192,0.13766390781471,1
"3235","GB46189",264,222,355,249,133,270,157,106,193,281,258,255,0.0148233357573076,5.05343961577607,0.956937309120031,1
"3236","GB46190",284,234,281,234,159,286,147,121,302,403,276,320,0.0980705979531787,5.21823549311512,0.676882063009256,1
"3237","GB46191",86,62,83,109,39,114,41,28,78,74,55,90,0.183968964885765,3.39443903141749,0.513797720222033,1
"3238","GB46194",182,134,195,148,110,116,95,95,191,235,178,136,-0.13953386717207,4.50804399964036,0.552611462513215,1
"3239","GB46196",133,69,398,215,46,177,62,22,71,105,93,171,0.205152140949223,4.08668169961094,0.50437930298873,1
"3240","GB46201",297,225,446,288,118,301,117,50,232,288,172,411,0.168493930038766,5.06330321102241,0.498527736719263,1
"3241","GB46202",134,82,162,109,57,87,54,40,88,140,76,92,-0.0972785308157947,3.74917968670208,0.683207669439504,1
"3242","GB46203",46,23,18,22,26,22,18,10,41,41,75,78,0.593947985632257,2.42746525357035,0.119249397224134,1
"3243","GB46204",70,45,164,71,27,86,49,20,94,108,79,99,0.0237581045216215,3.41271136734759,0.939465988584351,1
"3244","GB46206",49,31,39,31,13,30,31,8,27,42,45,29,-0.103179304678829,2.25116456055559,0.754510757468739,1
"3245","GB46209",61,77,249,81,38,107,15,10,41,58,36,108,0.0962956487608796,3.27012516626692,0.753465162685412,1
"3246","GB46210",107,78,100,80,69,72,60,46,91,107,116,94,-0.00307933689906868,3.69231280782836,0.990767605684585,1
"3247","GB46211",460,579,713,518,360,505,253,405,370,316,529,346,-0.307241227441656,6.11018291792604,0.335040381746402,1
"3248","GB46212",98,62,324,135,32,125,29,23,78,63,59,138,-0.0411380192881612,3.66807656640113,0.922156180051721,1
"3249","GB46213",113,105,142,87,57,92,73,46,93,131,111,105,-0.128710401592163,3.83550153410894,0.569911562157194,1
"3250","GB46214",4182,7338,3831,3662,5429,2230,3760,4383,2986,12251,3407,3542,-0.15534270211006,9.56253211015429,0.724688877724021,1
"3251","GB46215",202,126,180,123,106,115,101,67,155,202,164,164,-0.0729698621805291,4.39727617970944,0.74591345050677,1
"3252","GB46216",54,34,81,39,32,57,27,18,65,68,50,59,0.0396745299375134,2.84452785926726,0.886711993323271,1
"3253","GB46217",541,435,1324,642,267,911,320,139,500,617,444,932,0.220662626238225,6.31252548437241,0.445278755491821,1
"3254","GB46218",546,309,985,712,347,466,319,141,454,503,501,560,0.149350413479558,6.0871083681343,0.549613755615807,1
"3255","GB46220",42,35,61,49,21,51,22,13,54,72,39,40,0.135999197177673,2.61383296773764,0.635351062384357,1
"3256","GB46222",73,42,36,234,41,139,43,25,147,85,37,326,0.913258246246856,3.85830152674608,0.0644633651166898,1
"3257","GB46223",5692,1402,5548,5421,1195,3894,2189,1177,3585,2710,144,1824,-0.48048954651877,8.64933092148454,0.335888193422664,1
"3258","GB46224",355,1000,777,129,236,269,342,207,1000,137,287,439,-1.38241476085782,6.02639151439809,0.00425138913678613,1
"3259","GB46225",1213,843,1679,604,384,215,918,651,1462,1041,1216,555,-0.942884894752784,7.08480421739621,0.0164164241071518,1
"3260","GB46226",1577,1012,2918,2673,903,1287,1197,808,956,2477,1111,1402,0.0425337016032517,7.76272262829432,0.894160331828908,1
"3261","GB46227",5177,3302,6967,6348,2931,2729,3857,2751,5255,9705,3592,3726,-0.153953797045268,9.42138225281114,0.638889437877963,1
"3262","GB46228",1005,827,1030,882,849,518,1027,580,956,799,1750,604,-0.200311266507937,7.15279660845763,0.581135331406141,1
"3263","GB46229",1323,882,1806,589,341,446,549,441,1039,860,2084,489,-0.372894061965881,7.02411849550957,0.336906308906753,1
"3264","GB46230",6342,4150,8925,6766,4364,4787,7055,2840,4664,8402,4376,6015,-0.180935754951737,9.7334333383291,0.573169097848879,1
"3265","GB46231",397,262,967,582,233,610,226,102,388,433,277,507,0.188168308248442,5.81557279857514,0.4727318695106,1
"3266","GB46235",34,22,64,40,23,24,11,12,21,23,14,18,-0.20861359839022,1.94316911292483,0.536370014940008,1
"3267","GB46236",1201,133,2965,86,99,81,88,28,1635,653,3821,180,0.0558473295577163,6.87506633542007,0.946801636809626,1
"3268","GB46240",239,115,263,200,87,138,81,67,136,204,131,189,-0.0237050999587007,4.44927592060817,0.914744376805293,1
"3269","GB46242",78,54,210,85,28,89,41,20,68,73,81,101,-0.0212222995613914,3.40652697909544,0.980252864683625,1
"3270","GB46243",310,249,433,318,123,227,131,135,144,284,175,267,-0.153503946769673,5.06180146043148,0.507633326186147,1
"3271","GB46245",180,117,248,165,97,132,108,75,134,177,140,164,-0.111872682692106,4.40698204656267,0.593945330500043,1
"3272","GB46247",701,611,951,660,460,792,435,294,823,1141,673,869,0.105790541194874,6.65920589375696,0.691138490735656,1
"3273","GB46248",66,33,174,65,27,75,28,20,51,53,65,78,0.00876210473271706,3.08537504374114,0.964117299875989,1
"3274","GB46249",107,88,274,188,89,159,117,50,164,172,85,182,0.0120264909527553,4.321384845325,0.971086398842842,1
"3275","GB46250",48,40,90,43,24,90,19,18,35,48,30,69,0.219671966157797,2.73995797459864,0.482389556906931,1
"3276","GB46251",41,32,127,90,21,50,17,7,21,23,33,73,0.338122604187295,2.60889665001771,0.321590823451482,1
"3277","GB46252",39,26,136,69,18,31,13,10,29,32,31,43,-0.0734469521456822,2.44391667666272,0.880171825307154,1
"3278","GB46253",274,261,722,653,202,352,156,61,334,206,367,423,0.324266284542265,5.50888673992303,0.271926201682566,1
"3279","GB46254",540,693,323,335,564,227,388,477,475,1078,539,329,-0.248906734634772,6.33121444933662,0.53653574537966,1
"3280","GB46255",455,331,636,419,256,362,206,142,329,464,343,363,0.00450475783596229,5.67521022036437,0.982888461721132,1
"3281","GB46262",57,36,244,116,17,69,21,11,37,47,42,96,0.086702687073943,3.09238504319346,0.797757025514787,1
"3282","GB46263",901,686,1926,933,463,1107,534,291,942,1288,758,1337,0.0961824991170497,6.995907077275,0.733977595337328,1
"3283","GB46266",150,96,409,278,94,263,58,69,145,107,94,186,0.145735659390169,4.48635456743674,0.61136290470118,1
"3284","GB46267",92,70,177,75,33,68,43,27,52,59,70,75,-0.297804222555592,3.31223215369341,0.268753230317405,1
"3285","GB46268",478,378,1681,759,258,924,244,61,510,519,480,1140,0.410368322096049,6.3188686477079,0.270115976743326,1
"3286","GB46269",97,82,163,102,58,153,50,27,95,110,97,164,0.3434522999394,3.82369153399857,0.182353183705031,1
"3287","GB46270",32,24,112,48,15,37,18,8,18,22,24,46,-0.0692463248293909,2.23561434325661,0.90084310017951,1
"3288","GB46271",303,214,370,307,140,210,139,158,124,154,237,255,-0.173585326807862,5.0169595926193,0.514863457037396,1
"3289","GB46272",268,166,382,239,122,241,140,79,307,351,276,300,0.0823434487191782,5.0791842437138,0.709267137193808,1
"3290","GB46273",106,67,133,52,49,69,70,25,73,84,75,99,-0.236164836940253,3.4636358544143,0.374541235083699,1
"3291","GB46274",1205,805,1050,971,496,557,416,350,440,520,577,637,-0.276233336722224,6.60494506987048,0.337283075597184,1
"3292","GB46275",45,32,62,35,16,35,14,12,40,43,23,40,-0.176556719974982,2.28353478169126,0.549784111850939,1
"3293","GB46276",296,157,51,61,47,125,48,0,96,97,2,13,-0.901628315580336,3.56370249050598,0.195308577438997,1
"3294","GB46277",220,127,162,174,85,135,72,50,129,142,127,170,0.0175351327067834,4.26296194452329,0.939394734777889,1
"3295","GB46282",99,117,324,229,57,124,50,81,91,78,90,155,-0.152036107435005,4.14089704884451,0.613069471768319,1
"3296","GB46283",45,33,68,63,32,37,27,13,32,34,28,47,0.0712451153752207,2.51466069850235,0.782107325375395,1
"3297","GB46284",118,63,112,104,48,51,54,48,65,66,70,73,-0.319218439454587,3.45541954197942,0.242631732185701,1
"3298","GB46286",9057,5965,17109,23503,6395,25849,1447,560,12040,8961,2899,16867,0.968855950191447,10.4760866713161,0.0625762598763121,1
"3299","GB46287",129,70,295,82,51,132,65,24,157,117,175,124,-0.06757540279343,4.02817940701133,0.84783868182247,1
"3300","GB46289",42,26,124,131,89,313,329,11,181,78,11,423,0.164869887240925,4.47925617002191,0.803815077791916,1
"3301","GB46290",114,111,160,59,46,56,16,39,61,150,47,82,-0.257086437693945,3.47288373736276,0.455225541361322,1
"3302","GB46291",446,303,682,522,221,802,124,78,345,424,182,640,0.500905779540335,5.74594103462228,0.109514839663324,1
"3303","GB46294",46,29,24,32,44,36,42,6,18,39,39,68,0.49030663820787,2.4686035337502,0.215715273847294,1
"3304","GB46296",14,13,80,35,15,35,16,3,22,12,27,43,0.273254400396899,1.92253182781242,0.480613776885717,1
"3305","GB46297",2950,1798,7587,2433,1431,1152,902,508,2330,3428,2349,2679,-0.118670324263792,8.31993292205136,0.737964211192373,1
"3306","GB46300",777,493,596,488,334,348,430,187,481,716,544,490,-0.169367382883704,6.16406621314551,0.523369215796617,1
"3307","GB46302",593,326,253,39,242,132,65,73,504,311,484,308,-0.22882216785684,5.33561811902334,0.636246920429522,1
"3308","GB46304",28,32,29,46,50,24,24,18,7,28,22,28,0.366464196437713,2.20693115891907,0.402224863979656,1
"3309","GB46305",166,161,158,143,92,88,141,58,110,158,173,233,-0.0488472917712027,4.38852439624642,0.843310950193955,1
"3310","GB46306",127,99,248,112,102,182,93,65,203,193,228,276,0.265789940544315,4.54158375120853,0.290202331871331,1
"3311","GB46307",56,38,226,93,22,121,28,16,45,58,64,98,0.262090843730288,3.26597887676685,0.440008261100346,1
"3312","GB46308",338,350,374,365,393,273,258,161,216,649,327,303,0.271794308359349,5.65318956130222,0.355398674671686,1
"3313","GB46309",788,416,512,876,348,273,504,322,569,782,386,659,-0.195249645116839,6.32657981413784,0.52245708960442,1
"3314","GB46310",99,112,230,126,66,122,337,48,93,225,393,228,0.0420359361016117,4.72182324557705,0.914727709685167,1
"3315","GB46312",711,538,983,654,321,496,500,420,901,1179,601,977,-0.199988170532824,6.65487697441393,0.448576945824514,1
"3316","GB46313",133,88,144,107,83,92,91,46,135,160,118,120,-0.057066778387852,4.02991124689217,0.804114060716011,1
"3317","GB46314",336,342,420,247,252,253,195,273,300,444,381,316,-0.223025681408381,5.59699166897681,0.413523692669912,1
"3318","GB46318",1101,499,626,586,407,383,375,289,422,839,606,563,-0.121547804063914,6.35382703153565,0.674740484122376,1
"3319","GB46320",27,16,67,30,7,20,12,19,25,23,21,35,-0.402315017401751,1.92126159182709,0.225432900474861,1
"3320","GB46321",539,412,655,433,221,312,329,456,331,403,441,418,-0.595518690925508,6.01063552896351,0.0544261150591762,1
"3321","GB46322",346,243,881,397,190,492,218,122,467,495,282,588,0.0559400211630396,5.75015299734152,0.831557170996447,1
"3322","GB46325",256,179,416,294,145,182,112,89,129,159,247,229,0.0564254097608345,4.85610686579009,0.811491217430571,1
"3323","GB46330",337,459,630,546,219,273,175,353,196,236,315,245,-0.468538265060501,5.67525668508251,0.181099124531483,1
"3324","GB46332",493,442,807,596,221,426,205,157,260,281,414,424,-0.0426696519386613,5.78865570781819,0.866347684216792,1
"3325","GB46333",249,212,358,283,137,307,144,46,278,359,199,285,0.206590915346812,5.05619589487443,0.399657757325964,1
"3326","GB46334",138,151,195,127,78,144,67,51,129,196,91,121,-0.0732528230680935,4.16370759779379,0.763523130375463,1
"3327","GB46337",130,89,174,107,88,135,89,62,146,217,107,128,0.00671984246166472,4.18220630608546,1,1
"3328","GB46339",372,338,582,309,281,375,235,127,417,599,342,592,0.161461576389533,5.76210192098711,0.5021898029635,1
"3329","GB46344",240,146,387,181,105,169,95,55,206,189,199,226,-0.0877733912960766,4.67343123122767,0.721483625443301,1
"3330","GB46345",250,197,497,210,129,254,138,82,255,308,252,326,0.00499233898607088,5.07643381141483,0.979597953878908,1
"3331","GB46360",691,427,515,381,347,391,493,326,216,329,294,405,-0.544411165591083,5.98007226254562,0.108632432609742,1
"3332","GB46362",639,650,582,435,335,232,212,586,189,210,324,271,-0.934667632422019,6.00349286635383,0.0382780310136402,1
"3333","GB46363",672,337,401,451,216,496,266,239,305,372,373,505,-0.102273143369102,5.84105397734696,0.701078977327521,1
"3334","GB46364",49,31,24,34,16,27,26,30,32,33,33,31,-0.446085599961769,2.3146891217388,0.165078238857718,1
"3335","GB46365",5610,2376,2225,94,1323,886,308,314,5006,5568,3827,1512,-0.250127830661302,8.37709860075351,0.697182118948565,1
"3336","GB46366",5213,2642,4449,12033,1523,14725,7567,1672,1993,4310,923,5186,0.348967827978134,9.562650881571,0.516600236280165,1
"3337","GB46367",1020,756,1777,1133,740,934,818,313,793,934,634,943,-0.103143381435218,7.01149917584414,0.717983241707934,1
"3338","GB46368",1315,1529,1708,1556,773,1326,841,504,645,1030,690,981,-0.17909519491788,7.29415819644304,0.549044252542976,1
"3339","GB46369",4942,8872,2886,4539,6376,1897,3884,3946,3461,17494,4367,3172,0.0798703800095534,9.73771401719454,0.869124351816961,1
"3340","GB46371",232,192,155,190,109,121,88,150,97,109,258,112,-0.279813294643695,4.58127893800514,0.424046288848206,1
"3341","GB46373",280,312,421,284,174,229,175,121,262,468,280,252,-0.0451230976272793,5.29676789045412,0.843753615804907,1
"3342","GB46375",552,392,870,483,252,595,283,143,482,560,405,696,0.0675952854628903,6.04813063794022,0.781734677249631,1
"3343","GB46376",397,359,940,517,171,514,213,88,234,324,268,506,0.0635732899007497,5.66469959040198,0.801826536093789,1
"3344","GB46378",1026,735,1005,870,517,632,489,355,699,983,766,778,-0.0707722851844155,6.74907811474716,0.792832497819522,1
"3345","GB46387",62,44,95,58,44,39,35,23,52,90,48,46,-0.0260751592200524,2.9742106071645,0.941810518168714,1
"3346","GB46388",69,51,86,45,30,62,40,32,64,71,56,71,-0.196588130976558,3.08463827680365,0.420143945217071,1
"3347","GB46395",686,831,784,615,614,464,460,500,537,1391,596,613,-0.0876907109192089,6.68386914524768,0.786795023195362,1
"3348","GB46403",194,149,147,117,79,135,117,76,159,183,188,146,-0.201967270904681,4.41059728437424,0.397193928257598,1
"3349","GB46404",29,34,120,71,17,72,26,14,50,46,37,55,0.0923945343833188,2.75045065224097,0.774914728445081,1
"3350","GB46408",120,75,180,142,55,119,57,27,126,135,101,130,0.150923752716681,3.89320078162778,0.523253947176005,1
"3351","GB46411",53,26,160,49,21,149,41,14,37,50,59,51,0.24544815107779,3.04856745414514,0.515468695698412,1
"3352","GB46420",787,545,790,562,432,655,475,199,675,862,580,816,0.0391733388171625,6.47017382652962,0.882286997016168,1
"3353","GB46422",430,212,1262,739,229,663,313,101,540,565,486,733,0.277758067093165,6.12599358532076,0.377156428185549,1
"3354","GB46423",278,176,401,219,130,204,115,75,148,235,141,198,-0.12165730786916,4.76826264286676,0.572038775209625,1
"3355","GB46425",3284,2357,1772,2188,1195,1319,1166,1670,1431,2488,1839,1701,-0.411847271543249,8.16512525789359,0.243918175441353,1
"3356","GB46426",215,154,221,225,114,344,68,81,133,293,139,267,0.506423099056798,4.74366097319801,0.0662876706316089,1
"3357","GB46427",629,451,317,11,160,233,56,88,857,341,662,386,-0.446077827942019,5.65047017659351,0.443949063185721,1
"3358","GB46429",879,386,1161,895,294,481,349,156,228,400,583,792,0.126113863301935,6.22994950498636,0.674524546701591,1
"3359","GB46430",284,160,325,198,154,256,123,57,167,234,141,235,0.0868244376051044,4.78896041527048,0.685314201288402,1
"3360","GB46431",748,583,1743,1011,428,1241,487,201,730,855,879,1221,0.313370638982414,6.84900151944219,0.296803954270521,1
"3361","GB46436",48,50,83,64,29,45,18,14,22,33,37,31,0.00343529682495226,2.53787018953133,0.959927649197726,1
"3362","GB46437",133,90,239,116,47,129,63,20,86,132,111,152,0.12067991141906,3.91069742856227,0.632827019935529,1
"3363","GB46439",43,25,38,29,21,33,43,23,30,53,41,41,-0.148241587375537,2.47514178746915,0.565189428815354,1
"3364","GB46441",33,30,65,43,27,43,24,32,42,57,48,49,0.0454263836339152,2.66623356609055,0.965003703106779,1
"3365","GB46443",30,35,77,58,16,53,12,3,36,42,17,49,0.291810753697629,2.32907900393264,0.37849335774167,1
"3366","GB46444",274,74,371,173,85,452,180,17,170,238,67,338,0.284004081722892,4.78817027539003,0.497457995273711,1
"3367","GB46447",153,125,288,184,69,169,86,47,156,172,140,179,0.0204979766615827,4.3685130116866,0.929847472217664,1
"3368","GB46448",379,326,354,319,175,550,159,157,216,657,201,554,0.391066298237102,5.58685385891256,0.193403170641857,1
"3369","GB46449",96,99,213,102,74,150,66,81,173,131,145,193,-0.0456747800936195,4.2344807638468,0.838760871931722,1
"3370","GB46450",474,327,569,455,206,311,237,122,327,409,347,398,-0.0488452407917196,5.62917557847544,0.829239748043016,1
"3371","GB46452",152,132,283,191,99,127,86,62,172,177,160,152,-0.0484548819188704,4.42444689183801,0.838008412576645,1
"3372","GB46453",289,244,109,155,242,86,266,322,205,514,235,166,-0.51486104753366,5.33066740581064,0.225068131888327,1
"3373","GB46457",251,153,345,202,115,190,126,94,229,209,219,233,-0.145553889108094,4.8340443602608,0.493500238809337,1
"3374","GB46459",175,95,214,103,43,119,42,41,93,120,87,130,-0.181136360710891,3.87365900909031,0.47987983535217,1
"3375","GB46460",93,78,154,81,48,85,73,27,93,98,93,96,-0.1456009793232,3.62728854411756,0.55328085090501,1
"3376","GB46464",113,70,165,107,54,89,47,24,83,80,92,100,0.0329836462985244,3.60073474825157,0.866664005485275,1
"3377","GB46465",105,66,184,100,68,110,81,36,84,105,106,134,0.0806662253990916,3.83486263330978,0.741508005294704,1
"3378","GB46466",104,74,166,117,45,108,43,18,73,97,79,107,0.18834454799992,3.58236002254942,0.431648070260864,1
"3379","GB46467",56,33,154,55,22,62,19,4,49,48,44,84,0.123335894436019,2.8205860399479,0.695403017995,1
"3380","GB46469",34,12,49,32,6,16,14,11,29,39,17,92,0.267830532120182,2.08233298956612,0.518401257468939,1
"3381","GB46475",90,56,91,70,38,57,44,39,76,86,69,71,-0.193797792937523,3.30224214672383,0.413618330882715,1
"3382","GB46476",995,616,1128,765,475,603,535,312,991,1423,864,805,-0.0367986613315811,6.8258422029646,0.894644469966193,1
"3383","GB46477",153,126,220,131,90,146,73,65,195,222,148,187,0.0168135950033733,4.40421550552715,0.950060685789471,1
"3384","GB46478",123,102,325,182,65,137,47,29,75,65,114,155,0.119066203898652,4.00209640219048,0.644312494069137,1
"3385","GB46479",553,437,799,538,289,566,279,159,214,309,320,412,-0.0459297220689875,5.85409652681344,0.855907037431067,1
"3386","GB46480",28,20,20,31,7,19,22,19,14,11,22,19,-0.481145303662138,1.6922801582582,0.193316542925754,1
"3387","GB46481",2627,2053,4371,2827,1515,3436,1171,637,2015,2293,2071,2977,0.22059129731495,8.33385210982485,0.443240894737794,1
"3388","GB46486",38,60,28,39,28,23,10,15,34,45,26,24,-0.14944584611354,2.27112837067717,0.684648976351226,1
"3389","GB46487",143,74,262,119,53,92,47,35,70,88,74,110,-0.208162263422427,3.74399203082535,0.418860153084027,1
"3390","GB46490",916,648,1330,1447,512,1032,408,333,588,641,798,1595,0.401662631954469,6.90284950362734,0.194044634617472,1
"3391","GB46492",55,28,248,98,24,110,33,13,69,86,68,96,0.226066547994267,3.35273276550249,0.525549732375215,1
"3392","GB46494",1361,1423,1323,1135,1245,873,916,940,1154,2640,1245,1243,-0.0354082454282922,7.62904582320801,0.915146846809511,1
"3393","GB46495",189,123,207,148,94,134,118,82,135,162,151,162,-0.179149775606438,4.40939505155252,0.413974857220853,1
"3394","GB46496",125,111,257,167,72,102,69,50,74,96,144,125,0.000921649348025888,4.05091629703103,1,1
"3395","GB46501",81,46,81,76,42,49,55,44,84,132,70,99,0.00715739717374962,3.43211780298339,0.977585317528739,1
"3396","GB46502",244,159,403,305,131,259,147,65,233,340,221,287,0.219935169540984,5.02405103314902,0.323259567929217,1
"3397","GB46508",71,61,110,59,29,64,35,44,78,113,58,67,-0.227834979180366,3.28660618605121,0.379477828382954,1
"3398","GB46509",655,442,1220,672,316,582,274,157,546,514,541,630,-0.00287167153821214,6.22636484734036,0.997466173177475,1
"3399","GB46510",62,34,74,24,17,43,28,9,36,61,37,47,-0.150276829737279,2.51178301589097,0.651012591591773,1
"3400","GB46511",157,124,215,150,84,161,74,71,130,176,129,162,0.0209214003083249,4.30968587925077,0.944495533333095,1
"3401","GB46512",2509,2465,3183,2449,1911,1827,1636,1259,2043,4591,2180,2269,0.0239814769394966,8.43829374276817,0.937556430964412,1
"3402","GB46513",239,279,25,56,86,15,29,59,33,33,60,37,-1.23897304759023,3.67455814771454,0.0401683156497904,1
"3403","GB46514",11688,3902,2968,10147,6185,3278,5103,294,12436,10633,6376,11102,0.280818340384991,9.96022686567604,0.582833301363786,1
"3404","GB46516",456,154,193,222,128,202,163,49,213,132,283,423,0.0801208366719746,4.96839778937455,0.805420957313323,1
"3405","GB46517",591,480,726,514,384,522,397,241,457,623,415,664,-0.0495408947977694,6.20170166986359,0.837376671236199,1
"3406","GB46520",261,192,404,234,153,261,140,93,236,309,229,277,0.0501181839254709,5.05452655218132,0.809097489554565,1
"3407","GB46521",253,201,548,327,169,362,173,90,253,331,254,464,0.260571358689411,5.31538131878248,0.270932419838199,1
"3408","GB46522",43,35,46,28,22,16,15,12,29,84,30,32,0.108242407016504,2.28272745499313,0.756363574676645,1
"3409","GB46523",201,141,548,372,98,272,69,52,149,152,165,282,0.279350397073636,4.79138962320754,0.305728952483827,1
"3410","GB46526",446,367,703,569,260,262,219,108,304,361,334,376,-0.0152966776780136,5.65483302521334,0.958080940368385,1
"3411","GB46527",20,20,123,24,10,41,14,1,25,47,26,43,0.0837267255407903,2.14697148020903,0.807928998649083,1
"3412","GB46528",218,260,631,248,134,242,194,61,192,319,183,375,-0.0795237280629901,5.12477839321671,0.766015921173848,1
"3413","GB46532",254,202,312,277,144,181,222,101,256,282,251,290,-0.111266798756475,5.09363073857107,0.602135656203606,1
"3414","GB46533",104,83,197,104,49,125,44,34,81,102,82,113,0.0393688709256048,3.71574363122432,0.866407526603372,1
"3415","GB46534",524,681,383,499,583,287,363,791,485,1740,370,490,-0.213617659330628,6.61182740746877,0.623110081829059,1
"3416","GB46535",23,75,36,40,36,27,26,78,29,63,36,31,-0.702574657036604,2.8697186388767,0.137328361199713,1
"3417","GB46537",99,63,118,85,65,96,50,29,73,119,82,124,0.29957223258597,3.60514292873846,0.218113011179076,1
"3418","GB46539",271,165,485,307,127,254,120,65,171,176,146,268,-0.00179010496198772,4.87538204819425,0.996457213569912,1
"3419","GB46540",594,373,616,457,291,584,390,230,446,521,379,551,-0.11557793898786,6.0611326088281,0.638617357069895,1
"3420","GB46541",1421,930,1861,1269,510,850,787,371,987,1104,1409,865,-0.162740835662529,7.1916072195075,0.578674623322845,1
"3421","GB46542",166,123,251,195,106,157,81,53,123,186,123,183,0.176606364915254,4.37555580374977,0.404093085534073,1
"3422","GB46543",273,121,200,263,142,78,90,118,110,165,169,122,-0.12766731120986,4.5507733324543,0.683381950865351,1
"3423","GB46544",323,247,256,210,190,252,195,144,257,516,257,291,0.0288327023934719,5.28773828855357,0.921648163502648,1
"3424","GB46557",143,11,0,218,132,536,4,64,482,301,117,29,0.682382295260409,4.66324990789699,0.43749168768643,1
"3425","GB46558",91,299,11,295,99,349,8,31,248,215,59,76,0.449651873726114,4.44332212260637,0.469108544431092,1
"3426","GB46562",10444,7743,11006,9652,5552,7409,6458,4020,7969,14545,6903,7519,-0.0799498118252358,10.2341533229069,0.791830220510206,1
"3427","GB46564",10270,11374,17055,13287,8218,7426,5703,9240,3928,5063,8025,7922,-0.401072442618391,10.4415135595519,0.319949353923352,1
"3428","GB46565",7302,10819,8902,7963,7196,5271,4185,4023,4166,14554,4826,6426,0.0415437935702816,10.0490033996648,0.908726840079159,1
"3429","GB46567",976,946,1082,806,795,743,617,738,765,1658,889,932,-0.0907001434306786,7.12750700538362,0.772100983225453,1
"3430","GB46568",33,25,48,33,14,16,24,9,31,49,26,35,-0.112698087174698,2.10566962591046,0.706390517703025,1
"3431","GB46569",4297,3466,5703,3067,2339,3711,1918,1050,4101,5375,3287,4719,0.0621043524582713,8.97138352945531,0.832601756164424,1
"3432","GB46579",360,412,2110,635,263,1057,258,123,547,674,286,1185,0.218738491502757,6.3993812661274,0.567109409812079,1
"3433","GB46580",47,32,89,46,26,26,25,11,46,48,42,46,-0.124625918972451,2.55281320571815,0.702123933794888,1
"3434","GB46581",443,411,598,475,240,325,260,222,166,245,268,297,-0.331802336149807,5.61730275487173,0.240690088882779,1
"3435","GB46582",1540,1288,1075,1279,927,689,885,989,587,910,1039,749,-0.455334040673425,7.31594847058825,0.231878853815965,1
"3436","GB46583",599,312,376,362,126,172,79,168,190,178,233,371,-0.389972334836768,5.24355453214124,0.231351555581415,1
"3437","GB46586",124,58,126,87,51,90,32,23,86,96,90,113,0.191335381576239,3.53154032674079,0.44772433889825,1
"3438","GB46587",28364,13492,27561,71958,10703,72030,4710,1440,36545,32683,43564,36888,1.26335492067626,12.0432825787602,0.0222096762590906,1
